"Site","Latitude","Longitude","Year","Date","Depth_ft","Transect","Classcode","Amount","Size","Distance"
"Sekiu Point",48.267782,-124.297828,2025,2025-08-09,22.5,3,"Giant Pacific Octopus",0,NA,30
"Sekiu Point",48.267782,-124.297828,2025,2025-08-09,22.5,3,"Giant Spined Star",0,NA,30
"Sekiu Point",48.267782,-124.297828,2025,2025-08-09,22.5,3,"Green Crab",0,NA,30
"Sekiu Point",48.267782,-124.297828,2025,2025-08-09,22.5,3,"Green/Pallid Urchin",0,NA,30
"Sekiu Point",48.267782,-124.297828,2025,2025-08-09,22.5,3,"Gumboot Chiton",5,NA,30
"Sekiu Point",48.267782,-124.297828,2025,2025-08-09,22.5,3,"Hairy Triton",0,NA,30
"Sekiu Point",48.267782,-124.297828,2025,2025-08-09,22.5,3,"Kelp Crab",1,NA,30
"Sekiu Point",48.267782,-124.297828,2025,2025-08-09,22.5,3,"Kelp Crab (Juvenile)",0,NA,30
"Sekiu Point",48.267782,-124.297828,2025,2025-08-09,22.5,3,"Large Anemone",6,NA,30
"Sekiu Point",48.267782,-124.297828,2025,2025-08-09,22.5,3,"Leather Star",1,NA,30
"Sekiu Point",48.267782,-124.297828,2025,2025-08-09,22.5,3,"Mottled Star",0,NA,30
"Sekiu Point",48.267782,-124.297828,2025,2025-08-09,22.5,3,"Ochre Star",0,NA,30
"Sekiu Point",48.267782,-124.297828,2025,2025-08-09,22.5,3,"Orange Cucumber",55,NA,10
"Sekiu Point",48.267782,-124.297828,2025,2025-08-09,22.5,3,"Piddock Clam",0,NA,30
"Sekiu Point",48.267782,-124.297828,2025,2025-08-09,22.5,3,"Pinto Abalone",0,NA,30
"Sekiu Point",48.267782,-124.297828,2025,2025-08-09,22.5,3,"Plumose Anemone",0,NA,30
"Sekiu Point",48.267782,-124.297828,2025,2025-08-09,22.5,3,"Purple Urchin",7,NA,30
"Sekiu Point",48.267782,-124.297828,2025,2025-08-09,22.5,3,"Rainbow Star",1,NA,30
"Sekiu Point",48.267782,-124.297828,2025,2025-08-09,22.5,3,"Red Urchin",1,NA,30
"Sekiu Point",48.267782,-124.297828,2025,2025-08-09,22.5,3,"Rock Crab",0,NA,30
"Sekiu Point",48.267782,-124.297828,2025,2025-08-09,22.5,3,"Rock Scallop",2,NA,30
"Sekiu Point",48.267782,-124.297828,2025,2025-08-09,22.5,3,"Short Spined Star",0,NA,30
"Sekiu Point",48.267782,-124.297828,2025,2025-08-09,22.5,3,"Slender Crab",0,NA,30
"Sekiu Point",48.267782,-124.297828,2025,2025-08-09,22.5,3,"Sunflower Star",1,10,30
"Sekiu Point",48.267782,-124.297828,2025,2025-08-09,22.5,3,"Sunflower Star",1,22,30
"Sekiu Point",48.267782,-124.297828,2025,2025-08-09,7.5,4,"Bat Star",1,NA,30
"Sekiu Point",48.267782,-124.297828,2025,2025-08-09,7.5,4,"Blood Star",8,NA,30
"Sekiu Point",48.267782,-124.297828,2025,2025-08-09,7.5,4,"Blue Striped Sun Star",0,NA,30
"Sekiu Point",48.267782,-124.297828,2025,2025-08-09,7.5,4,"California Sea Cucumber",5,NA,30
"Sekiu Point",48.267782,-124.297828,2025,2025-08-09,7.5,4,"Dawson's Sun Star",0,NA,30
"Sekiu Point",48.267782,-124.297828,2025,2025-08-09,7.5,4,"Dungeness Crab",0,NA,30
"Sekiu Point",48.267782,-124.297828,2025,2025-08-09,7.5,4,"Giant Pacific Octopus",0,NA,30
"Sekiu Point",48.267782,-124.297828,2025,2025-08-09,7.5,4,"Giant Spined Star",0,NA,30
"Sekiu Point",48.267782,-124.297828,2025,2025-08-09,7.5,4,"Green Crab",0,NA,30
"Sekiu Point",48.267782,-124.297828,2025,2025-08-09,7.5,4,"Green/Pallid Urchin",4,NA,30
"Sekiu Point",48.267782,-124.297828,2025,2025-08-09,7.5,4,"Gumboot Chiton",2,NA,30
"Sekiu Point",48.267782,-124.297828,2025,2025-08-09,7.5,4,"Hairy Triton",0,NA,30
"Sekiu Point",48.267782,-124.297828,2025,2025-08-09,7.5,4,"Kelp Crab",0,NA,30
"Sekiu Point",48.267782,-124.297828,2025,2025-08-09,7.5,4,"Kelp Crab (Juvenile)",0,NA,30
"Sekiu Point",48.267782,-124.297828,2025,2025-08-09,7.5,4,"Large Anemone",4,NA,30
"Sekiu Point",48.267782,-124.297828,2025,2025-08-09,7.5,4,"Leather Star",5,NA,30
"Sekiu Point",48.267782,-124.297828,2025,2025-08-09,7.5,4,"Mottled Star",2,NA,30
"Sekiu Point",48.267782,-124.297828,2025,2025-08-09,7.5,4,"Ochre Star",1,NA,30
"Sekiu Point",48.267782,-124.297828,2025,2025-08-09,7.5,4,"Orange Cucumber",15,NA,30
"Sekiu Point",48.267782,-124.297828,2025,2025-08-09,7.5,4,"Piddock Clam",0,NA,30
"Sekiu Point",48.267782,-124.297828,2025,2025-08-09,7.5,4,"Pinto Abalone",0,NA,30
"Sekiu Point",48.267782,-124.297828,2025,2025-08-09,7.5,4,"Plumose Anemone",3,NA,30
"Sekiu Point",48.267782,-124.297828,2025,2025-08-09,7.5,4,"Purple Urchin",50,NA,16.8
"Sekiu Point",48.267782,-124.297828,2025,2025-08-09,7.5,4,"Rainbow Star",7,NA,30
"Sekiu Point",48.267782,-124.297828,2025,2025-08-09,7.5,4,"Red Urchin",3,NA,30
"Sekiu Point",48.267782,-124.297828,2025,2025-08-09,7.5,4,"Rock Crab",0,NA,30
"Sekiu Point",48.267782,-124.297828,2025,2025-08-09,7.5,4,"Rock Scallop",0,NA,30
"Sekiu Point",48.267782,-124.297828,2025,2025-08-09,7.5,4,"Short Spined Star",0,NA,30
"Sekiu Point",48.267782,-124.297828,2025,2025-08-09,7.5,4,"Slender Crab",0,NA,30
"Sekiu Point",48.267782,-124.297828,2025,2025-08-09,7.5,4,"Sunflower Star",1,20,30
"Sekiu Point",48.267782,-124.297828,2025,2025-08-09,7.5,4,"Sunflower Star",1,NA,30
"Sekiu Point",48.267782,-124.297828,2025,2025-08-09,6.5,5,"Bat Star",1,NA,30
"Sekiu Point",48.267782,-124.297828,2025,2025-08-09,6.5,5,"Blood Star",19,NA,30
"Sekiu Point",48.267782,-124.297828,2025,2025-08-09,6.5,5,"Blue Striped Sun Star",1,NA,30
"Sekiu Point",48.267782,-124.297828,2025,2025-08-09,6.5,5,"California Sea Cucumber",11,NA,30
"Sekiu Point",48.267782,-124.297828,2025,2025-08-09,6.5,5,"Dawson's Sun Star",0,NA,30
"Sekiu Point",48.267782,-124.297828,2025,2025-08-09,6.5,5,"Dungeness Crab",0,NA,30
"Sekiu Point",48.267782,-124.297828,2025,2025-08-09,6.5,5,"Giant Pacific Octopus",0,NA,30
"Sekiu Point",48.267782,-124.297828,2025,2025-08-09,6.5,5,"Giant Spined Star",0,NA,30
"Sekiu Point",48.267782,-124.297828,2025,2025-08-09,6.5,5,"Green Crab",0,NA,30
"Sekiu Point",48.267782,-124.297828,2025,2025-08-09,6.5,5,"Green/Pallid Urchin",4,NA,30
"Sekiu Point",48.267782,-124.297828,2025,2025-08-09,6.5,5,"Gumboot Chiton",3,NA,30
"Sekiu Point",48.267782,-124.297828,2025,2025-08-09,6.5,5,"Hairy Triton",1,NA,30
"Sekiu Point",48.267782,-124.297828,2025,2025-08-09,6.5,5,"Kelp Crab",0,NA,30
"Sekiu Point",48.267782,-124.297828,2025,2025-08-09,6.5,5,"Kelp Crab (Juvenile)",2,NA,30
"Sekiu Point",48.267782,-124.297828,2025,2025-08-09,6.5,5,"Large Anemone",9,NA,30
"Sekiu Point",48.267782,-124.297828,2025,2025-08-09,6.5,5,"Leather Star",1,NA,30
"Sekiu Point",48.267782,-124.297828,2025,2025-08-09,6.5,5,"Mottled Star",0,NA,30
"Sekiu Point",48.267782,-124.297828,2025,2025-08-09,6.5,5,"Ochre Star",0,NA,30
"Sekiu Point",48.267782,-124.297828,2025,2025-08-09,6.5,5,"Orange Cucumber",54,NA,17
"Sekiu Point",48.267782,-124.297828,2025,2025-08-09,6.5,5,"Piddock Clam",0,NA,30
"Sekiu Point",48.267782,-124.297828,2025,2025-08-09,6.5,5,"Pinto Abalone",0,NA,30
"Sekiu Point",48.267782,-124.297828,2025,2025-08-09,6.5,5,"Plumose Anemone",1,NA,30
"Sekiu Point",48.267782,-124.297828,2025,2025-08-09,6.5,5,"Purple Urchin",52,NA,20
"Sekiu Point",48.267782,-124.297828,2025,2025-08-09,6.5,5,"Rainbow Star",7,NA,30
"Sekiu Point",48.267782,-124.297828,2025,2025-08-09,6.5,5,"Red Urchin",8,NA,30
"Sekiu Point",48.267782,-124.297828,2025,2025-08-09,6.5,5,"Rock Crab",0,NA,30
"Sekiu Point",48.267782,-124.297828,2025,2025-08-09,6.5,5,"Rock Scallop",2,NA,30
"Sekiu Point",48.267782,-124.297828,2025,2025-08-09,6.5,5,"Short Spined Star",0,NA,30
"Sekiu Point",48.267782,-124.297828,2025,2025-08-09,6.5,5,"Slender Crab",0,NA,30
"Sekiu Point",48.267782,-124.297828,2025,2025-08-09,6.5,5,"Sunflower Star",1,3.5,30
"Sekiu Point",48.267782,-124.297828,2025,2025-08-09,10.5,6,"Bat Star",0,NA,30
"Sekiu Point",48.267782,-124.297828,2025,2025-08-09,10.5,6,"Blood Star",8,NA,30
"Sekiu Point",48.267782,-124.297828,2025,2025-08-09,10.5,6,"Blue Striped Sun Star",0,NA,30
"Sekiu Point",48.267782,-124.297828,2025,2025-08-09,10.5,6,"California Sea Cucumber",5,NA,30
"Sekiu Point",48.267782,-124.297828,2025,2025-08-09,10.5,6,"Dawson's Sun Star",0,NA,30
"Sekiu Point",48.267782,-124.297828,2025,2025-08-09,10.5,6,"Dungeness Crab",0,NA,30
"Sekiu Point",48.267782,-124.297828,2025,2025-08-09,10.5,6,"Giant Pacific Octopus",0,NA,30
"Sekiu Point",48.267782,-124.297828,2025,2025-08-09,10.5,6,"Giant Spined Star",2,NA,30
"Sekiu Point",48.267782,-124.297828,2025,2025-08-09,10.5,6,"Green Crab",0,NA,30
"Sekiu Point",48.267782,-124.297828,2025,2025-08-09,10.5,6,"Green/Pallid Urchin",3,NA,30
"Sekiu Point",48.267782,-124.297828,2025,2025-08-09,10.5,6,"Gumboot Chiton",0,NA,30
"Sekiu Point",48.267782,-124.297828,2025,2025-08-09,10.5,6,"Hairy Triton",2,NA,30
"Sekiu Point",48.267782,-124.297828,2025,2025-08-09,10.5,6,"Kelp Crab",0,NA,30
"Sekiu Point",48.267782,-124.297828,2025,2025-08-09,10.5,6,"Kelp Crab (Juvenile)",0,NA,30
"Sekiu Point",48.267782,-124.297828,2025,2025-08-09,10.5,6,"Large Anemone",12,NA,30
"Sekiu Point",48.267782,-124.297828,2025,2025-08-09,10.5,6,"Leather Star",7,NA,30
"Sekiu Point",48.267782,-124.297828,2025,2025-08-09,10.5,6,"Mottled Star",0,NA,30
"Sekiu Point",48.267782,-124.297828,2025,2025-08-09,10.5,6,"Ochre Star",0,NA,30
"Sekiu Point",48.267782,-124.297828,2025,2025-08-09,10.5,6,"Orange Cucumber",4,NA,30
"Sekiu Point",48.267782,-124.297828,2025,2025-08-09,10.5,6,"Piddock Clam",0,NA,30
"Sekiu Point",48.267782,-124.297828,2025,2025-08-09,10.5,6,"Pinto Abalone",0,NA,30
"Sekiu Point",48.267782,-124.297828,2025,2025-08-09,10.5,6,"Plumose Anemone",6,NA,30
"Sekiu Point",48.267782,-124.297828,2025,2025-08-09,10.5,6,"Purple Urchin",2,NA,30
"Sekiu Point",48.267782,-124.297828,2025,2025-08-09,10.5,6,"Rainbow Star",9,NA,30
"Sekiu Point",48.267782,-124.297828,2025,2025-08-09,10.5,6,"Red Urchin",28,NA,30
"Sekiu Point",48.267782,-124.297828,2025,2025-08-09,10.5,6,"Rock Crab",0,NA,30
"Sekiu Point",48.267782,-124.297828,2025,2025-08-09,10.5,6,"Rock Scallop",0,NA,30
"Sekiu Point",48.267782,-124.297828,2025,2025-08-09,10.5,6,"Short Spined Star",0,NA,30
"Sekiu Point",48.267782,-124.297828,2025,2025-08-09,10.5,6,"Slender Crab",0,NA,30
"Sekiu Point",48.267782,-124.297828,2025,2025-08-09,10.5,6,"Sunflower Star",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,21.5,1,"Bat Star",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,21.5,1,"Blood Star",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,21.5,1,"Blue Striped Sun Star",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,21.5,1,"California Sea Cucumber",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,21.5,1,"Dawson's Sun Star",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,21.5,1,"Dungeness Crab",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,21.5,1,"Giant Pacific Octopus",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,21.5,1,"Giant Spined Star",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,21.5,1,"Green Crab",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,21.5,1,"Green/Pallid Urchin",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,21.5,1,"Gumboot Chiton",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,21.5,1,"Hairy Triton",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,21.5,1,"Kelp Crab",1,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,21.5,1,"Kelp Crab (Juvenile)",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,21.5,1,"Large Anemone",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,21.5,1,"Leather Star",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,21.5,1,"Mottled Star",10,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,21.5,1,"Ochre Star",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,21.5,1,"Orange Cucumber",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,21.5,1,"Piddock Clam",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,21.5,1,"Pinto Abalone",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,21.5,1,"Plumose Anemone",1,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,21.5,1,"Purple Urchin",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,21.5,1,"Rainbow Star",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,21.5,1,"Red Urchin",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,21.5,1,"Rock Crab",1,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,21.5,1,"Rock Scallop",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,21.5,1,"Short Spined Star",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,21.5,1,"Slender Crab",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,21.5,1,"Sunflower Star",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,20.5,2,"Bat Star",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,20.5,2,"Blood Star",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,20.5,2,"Blue Striped Sun Star",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,20.5,2,"California Sea Cucumber",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,20.5,2,"Dawson's Sun Star",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,20.5,2,"Dungeness Crab",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,20.5,2,"Giant Pacific Octopus",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,20.5,2,"Giant Spined Star",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,20.5,2,"Green Crab",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,20.5,2,"Green/Pallid Urchin",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,20.5,2,"Gumboot Chiton",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,20.5,2,"Hairy Triton",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,20.5,2,"Kelp Crab",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,20.5,2,"Kelp Crab (Juvenile)",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,20.5,2,"Large Anemone",1,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,20.5,2,"Leather Star",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,20.5,2,"Mottled Star",14,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,20.5,2,"Ochre Star",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,20.5,2,"Orange Cucumber",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,20.5,2,"Piddock Clam",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,20.5,2,"Pinto Abalone",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,20.5,2,"Plumose Anemone",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,20.5,2,"Purple Urchin",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,20.5,2,"Rainbow Star",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,20.5,2,"Red Urchin",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,20.5,2,"Rock Crab",2,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,20.5,2,"Rock Scallop",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,20.5,2,"Short Spined Star",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,20.5,2,"Slender Crab",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,20.5,2,"Sunflower Star",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,20,3,"Bat Star",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,20,3,"Blood Star",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,20,3,"Blue Striped Sun Star",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,20,3,"California Sea Cucumber",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,20,3,"Dawson's Sun Star",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,20,3,"Dungeness Crab",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,20,3,"Giant Pacific Octopus",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,20,3,"Giant Spined Star",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,20,3,"Green Crab",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,20,3,"Green/Pallid Urchin",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,20,3,"Gumboot Chiton",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,20,3,"Hairy Triton",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,20,3,"Kelp Crab",1,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,20,3,"Kelp Crab (Juvenile)",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,20,3,"Large Anemone",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,20,3,"Leather Star",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,20,3,"Mottled Star",15,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,20,3,"Ochre Star",3,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,20,3,"Orange Cucumber",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,20,3,"Piddock Clam",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,20,3,"Pinto Abalone",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,20,3,"Plumose Anemone",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,20,3,"Purple Urchin",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,20,3,"Rainbow Star",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,20,3,"Red Urchin",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,20,3,"Rock Crab",1,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,20,3,"Rock Scallop",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,20,3,"Short Spined Star",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,20,3,"Slender Crab",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,20,3,"Sunflower Star",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,6.5,4,"Bat Star",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,6.5,4,"Blood Star",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,6.5,4,"Blue Striped Sun Star",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,6.5,4,"California Sea Cucumber",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,6.5,4,"Dawson's Sun Star",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,6.5,4,"Dungeness Crab",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,6.5,4,"Giant Pacific Octopus",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,6.5,4,"Giant Spined Star",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,6.5,4,"Green Crab",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,6.5,4,"Green/Pallid Urchin",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,6.5,4,"Gumboot Chiton",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,6.5,4,"Hairy Triton",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,6.5,4,"Kelp Crab",1,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,6.5,4,"Kelp Crab (Juvenile)",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,6.5,4,"Large Anemone",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,6.5,4,"Leather Star",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,6.5,4,"Mottled Star",12,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,6.5,4,"Ochre Star",1,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,6.5,4,"Orange Cucumber",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,6.5,4,"Piddock Clam",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,6.5,4,"Pinto Abalone",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,6.5,4,"Plumose Anemone",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,6.5,4,"Purple Urchin",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,6.5,4,"Rainbow Star",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,6.5,4,"Red Urchin",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,6.5,4,"Rock Crab",3,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,6.5,4,"Rock Scallop",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,6.5,4,"Short Spined Star",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,6.5,4,"Slender Crab",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,6.5,4,"Sunflower Star",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,6,5,"Bat Star",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,6,5,"Blood Star",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,6,5,"Blue Striped Sun Star",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,6,5,"California Sea Cucumber",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,6,5,"Dawson's Sun Star",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,6,5,"Dungeness Crab",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,6,5,"Giant Pacific Octopus",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,6,5,"Giant Spined Star",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,6,5,"Green Crab",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,6,5,"Green/Pallid Urchin",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,6,5,"Gumboot Chiton",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,6,5,"Hairy Triton",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,6,5,"Kelp Crab",1,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,6,5,"Kelp Crab (Juvenile)",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,6,5,"Large Anemone",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,6,5,"Leather Star",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,6,5,"Mottled Star",18,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,6,5,"Ochre Star",1,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,6,5,"Orange Cucumber",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,6,5,"Piddock Clam",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,6,5,"Pinto Abalone",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,6,5,"Plumose Anemone",2,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,6,5,"Purple Urchin",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,6,5,"Rainbow Star",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,6,5,"Red Urchin",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,6,5,"Rock Crab",2,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,6,5,"Rock Scallop",0,NA,30
"Sirens of Spring",47.618148,-122.360893,2024,2024-10-08,6,5,"Short Spined Star",0,NA,30
