"Site","Latitude","Longitude","Year","Date","Transect","Depth_ft","Category","Classcode","Amount","Total_Amount","Percentage"
"Jefferson Head",47.744509,-122.475293,2022,2022-07-20,2,13.5,"UPC Substrate","Large Boulder (50cm-1m-WA)",0,30,0
"Jefferson Head",47.744509,-122.475293,2022,2022-07-20,2,13.5,"UPC Substrate","Cobble (5-15cm-WA)",14,30,46.6666666666667
"Jefferson Head",47.744509,-122.475293,2022,2022-07-20,2,13.5,"UPC Substrate","Other",0,30,0
"Jefferson Head",47.744509,-122.475293,2022,2022-07-20,3,14.5,"UPC Substrate","Sand",0,30,0
"Jefferson Head",47.744509,-122.475293,2022,2022-07-20,3,14.5,"UPC Substrate","Pebble (0.5-5cm-WA)",3,30,10
"Jefferson Head",47.744509,-122.475293,2022,2022-07-20,3,14.5,"UPC Substrate","Shell Hash",12,30,40
"Jefferson Head",47.744509,-122.475293,2022,2022-07-20,3,14.5,"UPC Substrate","Reef",1,30,3.33333333333333
"Jefferson Head",47.744509,-122.475293,2022,2022-07-20,3,14.5,"UPC Substrate","Rock (15-25cm-WA)",0,30,0
"Jefferson Head",47.744509,-122.475293,2022,2022-07-20,3,14.5,"UPC Substrate","Small Boulder (25-50cm-WA)",2,30,6.66666666666667
"Jefferson Head",47.744509,-122.475293,2022,2022-07-20,3,14.5,"UPC Substrate","Large Boulder (50cm-1m-WA)",0,30,0
"Jefferson Head",47.744509,-122.475293,2022,2022-07-20,3,14.5,"UPC Substrate","Cobble (5-15cm-WA)",12,30,40
"Jefferson Head",47.744509,-122.475293,2022,2022-07-20,3,14.5,"UPC Substrate","Other",0,30,0
"Jefferson Head",47.744509,-122.475293,2022,2022-07-20,4,13.5,"UPC Substrate","Sand",0,30,0
"Jefferson Head",47.744509,-122.475293,2022,2022-07-20,4,13.5,"UPC Substrate","Pebble (0.5-5cm-WA)",3,30,10
"Jefferson Head",47.744509,-122.475293,2022,2022-07-20,4,13.5,"UPC Substrate","Shell Hash",11,30,36.6666666666667
"Jefferson Head",47.744509,-122.475293,2022,2022-07-20,4,13.5,"UPC Substrate","Reef",0,30,0
"Jefferson Head",47.744509,-122.475293,2022,2022-07-20,4,13.5,"UPC Substrate","Rock (15-25cm-WA)",0,30,0
"Jefferson Head",47.744509,-122.475293,2022,2022-07-20,4,13.5,"UPC Substrate","Small Boulder (25-50cm-WA)",0,30,0
"Jefferson Head",47.744509,-122.475293,2022,2022-07-20,4,13.5,"UPC Substrate","Large Boulder (50cm-1m-WA)",2,30,6.66666666666667
"Jefferson Head",47.744509,-122.475293,2022,2022-07-20,4,13.5,"UPC Substrate","Cobble (5-15cm-WA)",14,30,46.6666666666667
"Jefferson Head",47.744509,-122.475293,2022,2022-07-20,4,13.5,"UPC Substrate","Other",0,30,0
"Jefferson Head",47.744509,-122.475293,2022,2022-07-20,5,13.5,"UPC Substrate","Sand",0,30,0
"Jefferson Head",47.744509,-122.475293,2022,2022-07-20,5,13.5,"UPC Substrate","Pebble (0.5-5cm-WA)",5,30,16.6666666666667
"Jefferson Head",47.744509,-122.475293,2022,2022-07-20,5,13.5,"UPC Substrate","Shell Hash",12,30,40
"Jefferson Head",47.744509,-122.475293,2022,2022-07-20,5,13.5,"UPC Substrate","Reef",0,30,0
"Jefferson Head",47.744509,-122.475293,2022,2022-07-20,5,13.5,"UPC Substrate","Rock (15-25cm-WA)",0,30,0
"Jefferson Head",47.744509,-122.475293,2022,2022-07-20,5,13.5,"UPC Substrate","Small Boulder (25-50cm-WA)",1,30,3.33333333333333
"Jefferson Head",47.744509,-122.475293,2022,2022-07-20,5,13.5,"UPC Substrate","Large Boulder (50cm-1m-WA)",0,30,0
"Jefferson Head",47.744509,-122.475293,2022,2022-07-20,5,13.5,"UPC Substrate","Cobble (5-15cm-WA)",12,30,40
"Jefferson Head",47.744509,-122.475293,2022,2022-07-20,5,13.5,"UPC Substrate","Other",0,30,0
"Jefferson Head",47.744509,-122.475293,2022,2022-07-20,6,13,"UPC Substrate","Sand",0,30,0
"Jefferson Head",47.744509,-122.475293,2022,2022-07-20,6,13,"UPC Substrate","Pebble (0.5-5cm-WA)",1,30,3.33333333333333
"Jefferson Head",47.744509,-122.475293,2022,2022-07-20,6,13,"UPC Substrate","Shell Hash",16,30,53.3333333333333
"Jefferson Head",47.744509,-122.475293,2022,2022-07-20,6,13,"UPC Substrate","Reef",4,30,13.3333333333333
"Jefferson Head",47.744509,-122.475293,2022,2022-07-20,6,13,"UPC Substrate","Rock (15-25cm-WA)",0,30,0
"Jefferson Head",47.744509,-122.475293,2022,2022-07-20,6,13,"UPC Substrate","Small Boulder (25-50cm-WA)",0,30,0
"Jefferson Head",47.744509,-122.475293,2022,2022-07-20,6,13,"UPC Substrate","Large Boulder (50cm-1m-WA)",0,30,0
"Jefferson Head",47.744509,-122.475293,2022,2022-07-20,6,13,"UPC Substrate","Cobble (5-15cm-WA)",9,30,30
"Jefferson Head",47.744509,-122.475293,2022,2022-07-20,6,13,"UPC Substrate","Other",0,30,0
"Sund Rock",47.435996,-123.12022,2022,2022-09-17,1,47,"UPC Substrate","Sand",9,30,30
"Sund Rock",47.435996,-123.12022,2022,2022-09-17,1,47,"UPC Substrate","Pebble (0.5-5cm-WA)",14,30,46.6666666666667
"Sund Rock",47.435996,-123.12022,2022,2022-09-17,1,47,"UPC Substrate","Shell Hash",0,30,0
"Sund Rock",47.435996,-123.12022,2022,2022-09-17,1,47,"UPC Substrate","Reef",0,30,0
"Sund Rock",47.435996,-123.12022,2022,2022-09-17,1,47,"UPC Substrate","Rock (15-25cm-WA)",1,30,3.33333333333333
"Sund Rock",47.435996,-123.12022,2022,2022-09-17,1,47,"UPC Substrate","Small Boulder (25-50cm-WA)",0,30,0
"Sund Rock",47.435996,-123.12022,2022,2022-09-17,1,47,"UPC Substrate","Large Boulder (50cm-1m-WA)",0,30,0
"Sund Rock",47.435996,-123.12022,2022,2022-09-17,1,47,"UPC Substrate","Cobble (5-15cm-WA)",6,30,20
"Sund Rock",47.435996,-123.12022,2022,2022-09-17,1,47,"UPC Substrate","Other",0,30,0
"Sund Rock",47.435996,-123.12022,2022,2022-09-17,2,45.5,"UPC Substrate","Sand",5,30,16.6666666666667
"Sund Rock",47.435996,-123.12022,2022,2022-09-17,2,45.5,"UPC Substrate","Pebble (0.5-5cm-WA)",6,30,20
"Sund Rock",47.435996,-123.12022,2022,2022-09-17,2,45.5,"UPC Substrate","Shell Hash",0,30,0
"Sund Rock",47.435996,-123.12022,2022,2022-09-17,2,45.5,"UPC Substrate","Reef",16,30,53.3333333333333
"Sund Rock",47.435996,-123.12022,2022,2022-09-17,2,45.5,"UPC Substrate","Rock (15-25cm-WA)",0,30,0
"Sund Rock",47.435996,-123.12022,2022,2022-09-17,2,45.5,"UPC Substrate","Small Boulder (25-50cm-WA)",0,30,0
"Sund Rock",47.435996,-123.12022,2022,2022-09-17,2,45.5,"UPC Substrate","Large Boulder (50cm-1m-WA)",0,30,0
"Sund Rock",47.435996,-123.12022,2022,2022-09-17,2,45.5,"UPC Substrate","Cobble (5-15cm-WA)",3,30,10
"Sund Rock",47.435996,-123.12022,2022,2022-09-17,2,45.5,"UPC Substrate","Other",0,30,0
"Sund Rock",47.435996,-123.12022,2022,2022-09-17,3,29,"UPC Substrate","Sand",11,30,36.6666666666667
"Sund Rock",47.435996,-123.12022,2022,2022-09-17,3,29,"UPC Substrate","Pebble (0.5-5cm-WA)",0,30,0
"Sund Rock",47.435996,-123.12022,2022,2022-09-17,3,29,"UPC Substrate","Shell Hash",3,30,10
"Sund Rock",47.435996,-123.12022,2022,2022-09-17,3,29,"UPC Substrate","Reef",10,30,33.3333333333333
"Sund Rock",47.435996,-123.12022,2022,2022-09-17,3,29,"UPC Substrate","Rock (15-25cm-WA)",3,30,10
"Sund Rock",47.435996,-123.12022,2022,2022-09-17,3,29,"UPC Substrate","Small Boulder (25-50cm-WA)",0,30,0
"Sund Rock",47.435996,-123.12022,2022,2022-09-17,3,29,"UPC Substrate","Large Boulder (50cm-1m-WA)",3,30,10
"Sund Rock",47.435996,-123.12022,2022,2022-09-17,3,29,"UPC Substrate","Cobble (5-15cm-WA)",0,30,0
"Sund Rock",47.435996,-123.12022,2022,2022-09-17,3,29,"UPC Substrate","Other",0,30,0
"Sund Rock",47.435996,-123.12022,2022,2022-09-17,4,27.5,"UPC Substrate","Sand",12,30,40
"Sund Rock",47.435996,-123.12022,2022,2022-09-17,4,27.5,"UPC Substrate","Pebble (0.5-5cm-WA)",0,30,0
"Sund Rock",47.435996,-123.12022,2022,2022-09-17,4,27.5,"UPC Substrate","Shell Hash",5,30,16.6666666666667
"Sund Rock",47.435996,-123.12022,2022,2022-09-17,4,27.5,"UPC Substrate","Reef",10,30,33.3333333333333
"Sund Rock",47.435996,-123.12022,2022,2022-09-17,4,27.5,"UPC Substrate","Rock (15-25cm-WA)",1,30,3.33333333333333
"Sund Rock",47.435996,-123.12022,2022,2022-09-17,4,27.5,"UPC Substrate","Small Boulder (25-50cm-WA)",0,30,0
"Sund Rock",47.435996,-123.12022,2022,2022-09-17,4,27.5,"UPC Substrate","Large Boulder (50cm-1m-WA)",2,30,6.66666666666667
"Sund Rock",47.435996,-123.12022,2022,2022-09-17,4,27.5,"UPC Substrate","Cobble (5-15cm-WA)",0,30,0
"Sund Rock",47.435996,-123.12022,2022,2022-09-17,4,27.5,"UPC Substrate","Other",0,30,0
"Sund Rock",47.435996,-123.12022,2022,2022-09-17,5,15.5,"UPC Substrate","Sand",0,30,0
"Sund Rock",47.435996,-123.12022,2022,2022-09-17,5,15.5,"UPC Substrate","Pebble (0.5-5cm-WA)",3,30,10
"Sund Rock",47.435996,-123.12022,2022,2022-09-17,5,15.5,"UPC Substrate","Shell Hash",5,30,16.6666666666667
"Sund Rock",47.435996,-123.12022,2022,2022-09-17,5,15.5,"UPC Substrate","Reef",0,30,0
"Sund Rock",47.435996,-123.12022,2022,2022-09-17,5,15.5,"UPC Substrate","Rock (15-25cm-WA)",3,30,10
"Sund Rock",47.435996,-123.12022,2022,2022-09-17,5,15.5,"UPC Substrate","Small Boulder (25-50cm-WA)",9,30,30
"Sund Rock",47.435996,-123.12022,2022,2022-09-17,5,15.5,"UPC Substrate","Large Boulder (50cm-1m-WA)",0,30,0
"Sund Rock",47.435996,-123.12022,2022,2022-09-17,5,15.5,"UPC Substrate","Cobble (5-15cm-WA)",10,30,33.3333333333333
"Sund Rock",47.435996,-123.12022,2022,2022-09-17,5,15.5,"UPC Substrate","Other",0,30,0
"Sund Rock",47.435996,-123.12022,2022,2022-09-17,6,13,"UPC Substrate","Sand",4,30,13.3333333333333
"Sund Rock",47.435996,-123.12022,2022,2022-09-17,6,13,"UPC Substrate","Pebble (0.5-5cm-WA)",4,30,13.3333333333333
"Sund Rock",47.435996,-123.12022,2022,2022-09-17,6,13,"UPC Substrate","Shell Hash",14,30,46.6666666666667
"Sund Rock",47.435996,-123.12022,2022,2022-09-17,6,13,"UPC Substrate","Reef",0,30,0
"Sund Rock",47.435996,-123.12022,2022,2022-09-17,6,13,"UPC Substrate","Rock (15-25cm-WA)",0,30,0
"Sund Rock",47.435996,-123.12022,2022,2022-09-17,6,13,"UPC Substrate","Small Boulder (25-50cm-WA)",2,30,6.66666666666667
"Sund Rock",47.435996,-123.12022,2022,2022-09-17,6,13,"UPC Substrate","Large Boulder (50cm-1m-WA)",0,30,0
"Sund Rock",47.435996,-123.12022,2022,2022-09-17,6,13,"UPC Substrate","Cobble (5-15cm-WA)",6,30,20
"Sund Rock",47.435996,-123.12022,2022,2022-09-17,6,13,"UPC Substrate","Other",0,30,0
"Deadmans Bay",48.512846,-123.147129,2025,2025-09-26,1,24,"UPC Substrate","Sand",4,30,13.3333333333333
"Deadmans Bay",48.512846,-123.147129,2025,2025-09-26,1,24,"UPC Substrate","Pebble (0.5-5cm-WA)",1,30,3.33333333333333
"Deadmans Bay",48.512846,-123.147129,2025,2025-09-26,1,24,"UPC Substrate","Shell Hash",3,30,10
"Deadmans Bay",48.512846,-123.147129,2025,2025-09-26,1,24,"UPC Substrate","Reef",10,30,33.3333333333333
"Deadmans Bay",48.512846,-123.147129,2025,2025-09-26,1,24,"UPC Substrate","Rock (15-25cm-WA)",0,30,0
"Deadmans Bay",48.512846,-123.147129,2025,2025-09-26,1,24,"UPC Substrate","Small Boulder (25-50cm-WA)",1,30,3.33333333333333
"Deadmans Bay",48.512846,-123.147129,2025,2025-09-26,1,24,"UPC Substrate","Large Boulder (50cm-1m-WA)",8,30,26.6666666666667
"Deadmans Bay",48.512846,-123.147129,2025,2025-09-26,1,24,"UPC Substrate","Cobble (5-15cm-WA)",3,30,10
"Deadmans Bay",48.512846,-123.147129,2025,2025-09-26,1,24,"UPC Substrate","Clay",0,30,0
"Deadmans Bay",48.512846,-123.147129,2025,2025-09-26,1,24,"UPC Substrate","Other",0,30,0
"Deadmans Bay",48.512846,-123.147129,2025,2025-09-26,2,24.5,"UPC Substrate","Sand",2,30,6.66666666666667
"Deadmans Bay",48.512846,-123.147129,2025,2025-09-26,2,24.5,"UPC Substrate","Pebble (0.5-5cm-WA)",10,30,33.3333333333333
"Deadmans Bay",48.512846,-123.147129,2025,2025-09-26,2,24.5,"UPC Substrate","Shell Hash",0,30,0
"Deadmans Bay",48.512846,-123.147129,2025,2025-09-26,2,24.5,"UPC Substrate","Reef",11,30,36.6666666666667
"Deadmans Bay",48.512846,-123.147129,2025,2025-09-26,2,24.5,"UPC Substrate","Rock (15-25cm-WA)",2,30,6.66666666666667
"Deadmans Bay",48.512846,-123.147129,2025,2025-09-26,2,24.5,"UPC Substrate","Small Boulder (25-50cm-WA)",4,30,13.3333333333333
"Deadmans Bay",48.512846,-123.147129,2025,2025-09-26,2,24.5,"UPC Substrate","Large Boulder (50cm-1m-WA)",1,30,3.33333333333333
"Deadmans Bay",48.512846,-123.147129,2025,2025-09-26,2,24.5,"UPC Substrate","Cobble (5-15cm-WA)",0,30,0
"Deadmans Bay",48.512846,-123.147129,2025,2025-09-26,2,24.5,"UPC Substrate","Clay",0,30,0
"Deadmans Bay",48.512846,-123.147129,2025,2025-09-26,2,24.5,"UPC Substrate","Other",0,30,0
"Deadmans Bay",48.512846,-123.147129,2025,2025-09-26,3,26,"UPC Substrate","Sand",1,30,3.33333333333333
"Deadmans Bay",48.512846,-123.147129,2025,2025-09-26,3,26,"UPC Substrate","Pebble (0.5-5cm-WA)",0,30,0
"Deadmans Bay",48.512846,-123.147129,2025,2025-09-26,3,26,"UPC Substrate","Shell Hash",0,30,0
"Deadmans Bay",48.512846,-123.147129,2025,2025-09-26,3,26,"UPC Substrate","Reef",16,30,53.3333333333333
"Deadmans Bay",48.512846,-123.147129,2025,2025-09-26,3,26,"UPC Substrate","Rock (15-25cm-WA)",5,30,16.6666666666667
"Deadmans Bay",48.512846,-123.147129,2025,2025-09-26,3,26,"UPC Substrate","Small Boulder (25-50cm-WA)",5,30,16.6666666666667
"Deadmans Bay",48.512846,-123.147129,2025,2025-09-26,3,26,"UPC Substrate","Large Boulder (50cm-1m-WA)",0,30,0
"Deadmans Bay",48.512846,-123.147129,2025,2025-09-26,3,26,"UPC Substrate","Cobble (5-15cm-WA)",3,30,10
"Deadmans Bay",48.512846,-123.147129,2025,2025-09-26,3,26,"UPC Substrate","Clay",0,30,0
"Deadmans Bay",48.512846,-123.147129,2025,2025-09-26,3,26,"UPC Substrate","Other",0,30,0
"Deadmans Bay",48.512846,-123.147129,2025,2025-09-26,4,15.5,"UPC Substrate","Sand",1,30,3.33333333333333
"Deadmans Bay",48.512846,-123.147129,2025,2025-09-26,4,15.5,"UPC Substrate","Pebble (0.5-5cm-WA)",0,30,0
"Deadmans Bay",48.512846,-123.147129,2025,2025-09-26,4,15.5,"UPC Substrate","Shell Hash",0,30,0
"Deadmans Bay",48.512846,-123.147129,2025,2025-09-26,4,15.5,"UPC Substrate","Reef",24,30,80
"Deadmans Bay",48.512846,-123.147129,2025,2025-09-26,4,15.5,"UPC Substrate","Rock (15-25cm-WA)",0,30,0
"Deadmans Bay",48.512846,-123.147129,2025,2025-09-26,4,15.5,"UPC Substrate","Small Boulder (25-50cm-WA)",1,30,3.33333333333333
"Deadmans Bay",48.512846,-123.147129,2025,2025-09-26,4,15.5,"UPC Substrate","Large Boulder (50cm-1m-WA)",1,30,3.33333333333333
"Deadmans Bay",48.512846,-123.147129,2025,2025-09-26,4,15.5,"UPC Substrate","Cobble (5-15cm-WA)",3,30,10
"Deadmans Bay",48.512846,-123.147129,2025,2025-09-26,4,15.5,"UPC Substrate","Clay",0,30,0
"Deadmans Bay",48.512846,-123.147129,2025,2025-09-26,4,15.5,"UPC Substrate","Other",0,30,0
"Deadmans Bay",48.512846,-123.147129,2025,2025-09-26,5,14.5,"UPC Substrate","Sand",1,30,3.33333333333333
"Deadmans Bay",48.512846,-123.147129,2025,2025-09-26,5,14.5,"UPC Substrate","Pebble (0.5-5cm-WA)",0,30,0
"Deadmans Bay",48.512846,-123.147129,2025,2025-09-26,5,14.5,"UPC Substrate","Shell Hash",3,30,10
"Deadmans Bay",48.512846,-123.147129,2025,2025-09-26,5,14.5,"UPC Substrate","Reef",12,30,40
"Deadmans Bay",48.512846,-123.147129,2025,2025-09-26,5,14.5,"UPC Substrate","Rock (15-25cm-WA)",2,30,6.66666666666667
"Deadmans Bay",48.512846,-123.147129,2025,2025-09-26,5,14.5,"UPC Substrate","Small Boulder (25-50cm-WA)",7,30,23.3333333333333
"Deadmans Bay",48.512846,-123.147129,2025,2025-09-26,5,14.5,"UPC Substrate","Large Boulder (50cm-1m-WA)",5,30,16.6666666666667
"Deadmans Bay",48.512846,-123.147129,2025,2025-09-26,5,14.5,"UPC Substrate","Cobble (5-15cm-WA)",0,30,0
"Deadmans Bay",48.512846,-123.147129,2025,2025-09-26,5,14.5,"UPC Substrate","Clay",0,30,0
"Deadmans Bay",48.512846,-123.147129,2025,2025-09-26,5,14.5,"UPC Substrate","Other",0,30,0
"Deadmans Bay",48.512846,-123.147129,2025,2025-09-26,6,16.5,"UPC Substrate","Sand",2,30,6.66666666666667
"Deadmans Bay",48.512846,-123.147129,2025,2025-09-26,6,16.5,"UPC Substrate","Pebble (0.5-5cm-WA)",0,30,0
"Deadmans Bay",48.512846,-123.147129,2025,2025-09-26,6,16.5,"UPC Substrate","Shell Hash",0,30,0
"Deadmans Bay",48.512846,-123.147129,2025,2025-09-26,6,16.5,"UPC Substrate","Reef",17,30,56.6666666666667
"Deadmans Bay",48.512846,-123.147129,2025,2025-09-26,6,16.5,"UPC Substrate","Rock (15-25cm-WA)",1,30,3.33333333333333
"Deadmans Bay",48.512846,-123.147129,2025,2025-09-26,6,16.5,"UPC Substrate","Small Boulder (25-50cm-WA)",3,30,10
"Deadmans Bay",48.512846,-123.147129,2025,2025-09-26,6,16.5,"UPC Substrate","Large Boulder (50cm-1m-WA)",5,30,16.6666666666667
"Deadmans Bay",48.512846,-123.147129,2025,2025-09-26,6,16.5,"UPC Substrate","Cobble (5-15cm-WA)",2,30,6.66666666666667
"Deadmans Bay",48.512846,-123.147129,2025,2025-09-26,6,16.5,"UPC Substrate","Clay",0,30,0
"Deadmans Bay",48.512846,-123.147129,2025,2025-09-26,6,16.5,"UPC Substrate","Other",0,30,0
"7751 Reef",48.365835,-123.783186,2023,2023-09-16,1,22,"UPC Substrate","Sand",0,30,0
"7751 Reef",48.365835,-123.783186,2023,2023-09-16,1,22,"UPC Substrate","Pebble (0.5-5cm-WA)",5,30,16.6666666666667
"7751 Reef",48.365835,-123.783186,2023,2023-09-16,1,22,"UPC Substrate","Shell Hash",0,30,0
"7751 Reef",48.365835,-123.783186,2023,2023-09-16,1,22,"UPC Substrate","Reef",22,30,73.3333333333333
"7751 Reef",48.365835,-123.783186,2023,2023-09-16,1,22,"UPC Substrate","Rock (15-25cm-WA)",0,30,0
"7751 Reef",48.365835,-123.783186,2023,2023-09-16,1,22,"UPC Substrate","Small Boulder (25-50cm-WA)",1,30,3.33333333333333
"7751 Reef",48.365835,-123.783186,2023,2023-09-16,1,22,"UPC Substrate","Large Boulder (50cm-1m-WA)",1,30,3.33333333333333
"7751 Reef",48.365835,-123.783186,2023,2023-09-16,1,22,"UPC Substrate","Cobble (5-15cm-WA)",1,30,3.33333333333333
"7751 Reef",48.365835,-123.783186,2023,2023-09-16,1,22,"UPC Substrate","Clay",0,30,0
"7751 Reef",48.365835,-123.783186,2023,2023-09-16,1,22,"UPC Substrate","Other",0,30,0
"7751 Reef",48.365835,-123.783186,2023,2023-09-16,2,33,"UPC Substrate","Sand",2,30,6.66666666666667
"7751 Reef",48.365835,-123.783186,2023,2023-09-16,2,33,"UPC Substrate","Pebble (0.5-5cm-WA)",5,30,16.6666666666667
"7751 Reef",48.365835,-123.783186,2023,2023-09-16,2,33,"UPC Substrate","Shell Hash",0,30,0
"7751 Reef",48.365835,-123.783186,2023,2023-09-16,2,33,"UPC Substrate","Reef",10,30,33.3333333333333
"7751 Reef",48.365835,-123.783186,2023,2023-09-16,2,33,"UPC Substrate","Rock (15-25cm-WA)",6,30,20
"7751 Reef",48.365835,-123.783186,2023,2023-09-16,2,33,"UPC Substrate","Small Boulder (25-50cm-WA)",3,30,10
"7751 Reef",48.365835,-123.783186,2023,2023-09-16,2,33,"UPC Substrate","Large Boulder (50cm-1m-WA)",1,30,3.33333333333333
"7751 Reef",48.365835,-123.783186,2023,2023-09-16,2,33,"UPC Substrate","Cobble (5-15cm-WA)",3,30,10
"7751 Reef",48.365835,-123.783186,2023,2023-09-16,2,33,"UPC Substrate","Clay",0,30,0
"7751 Reef",48.365835,-123.783186,2023,2023-09-16,2,33,"UPC Substrate","Other",0,30,0
"7751 Reef",48.365835,-123.783186,2023,2023-09-16,3,46,"UPC Substrate","Sand",3,30,10
"7751 Reef",48.365835,-123.783186,2023,2023-09-16,3,46,"UPC Substrate","Pebble (0.5-5cm-WA)",4,30,13.3333333333333
"7751 Reef",48.365835,-123.783186,2023,2023-09-16,3,46,"UPC Substrate","Shell Hash",0,30,0
"7751 Reef",48.365835,-123.783186,2023,2023-09-16,3,46,"UPC Substrate","Reef",19,30,63.3333333333333
"7751 Reef",48.365835,-123.783186,2023,2023-09-16,3,46,"UPC Substrate","Rock (15-25cm-WA)",4,30,13.3333333333333
"7751 Reef",48.365835,-123.783186,2023,2023-09-16,3,46,"UPC Substrate","Small Boulder (25-50cm-WA)",0,30,0
"7751 Reef",48.365835,-123.783186,2023,2023-09-16,3,46,"UPC Substrate","Large Boulder (50cm-1m-WA)",0,30,0
"7751 Reef",48.365835,-123.783186,2023,2023-09-16,3,46,"UPC Substrate","Cobble (5-15cm-WA)",0,30,0
"7751 Reef",48.365835,-123.783186,2023,2023-09-16,3,46,"UPC Substrate","Clay",0,30,0
"7751 Reef",48.365835,-123.783186,2023,2023-09-16,3,46,"UPC Substrate","Other",0,30,0
"7751 Reef",48.365835,-123.783186,2023,2023-09-16,4,15.5,"UPC Substrate","Sand",0,30,0
"7751 Reef",48.365835,-123.783186,2023,2023-09-16,4,15.5,"UPC Substrate","Pebble (0.5-5cm-WA)",1,30,3.33333333333333
"7751 Reef",48.365835,-123.783186,2023,2023-09-16,4,15.5,"UPC Substrate","Shell Hash",0,30,0
"7751 Reef",48.365835,-123.783186,2023,2023-09-16,4,15.5,"UPC Substrate","Reef",20,30,66.6666666666667
"7751 Reef",48.365835,-123.783186,2023,2023-09-16,4,15.5,"UPC Substrate","Rock (15-25cm-WA)",4,30,13.3333333333333
"7751 Reef",48.365835,-123.783186,2023,2023-09-16,4,15.5,"UPC Substrate","Small Boulder (25-50cm-WA)",2,30,6.66666666666667
"7751 Reef",48.365835,-123.783186,2023,2023-09-16,4,15.5,"UPC Substrate","Large Boulder (50cm-1m-WA)",2,30,6.66666666666667
"7751 Reef",48.365835,-123.783186,2023,2023-09-16,4,15.5,"UPC Substrate","Cobble (5-15cm-WA)",1,30,3.33333333333333
"7751 Reef",48.365835,-123.783186,2023,2023-09-16,4,15.5,"UPC Substrate","Clay",0,30,0
"7751 Reef",48.365835,-123.783186,2023,2023-09-16,4,15.5,"UPC Substrate","Other",0,30,0
"7751 Reef",48.365835,-123.783186,2023,2023-09-16,5,27.5,"UPC Substrate","Sand",10,30,33.3333333333333
"7751 Reef",48.365835,-123.783186,2023,2023-09-16,5,27.5,"UPC Substrate","Pebble (0.5-5cm-WA)",0,30,0
"7751 Reef",48.365835,-123.783186,2023,2023-09-16,5,27.5,"UPC Substrate","Shell Hash",0,30,0
"7751 Reef",48.365835,-123.783186,2023,2023-09-16,5,27.5,"UPC Substrate","Reef",9,30,30
"7751 Reef",48.365835,-123.783186,2023,2023-09-16,5,27.5,"UPC Substrate","Rock (15-25cm-WA)",10,30,33.3333333333333
"7751 Reef",48.365835,-123.783186,2023,2023-09-16,5,27.5,"UPC Substrate","Small Boulder (25-50cm-WA)",0,30,0
"7751 Reef",48.365835,-123.783186,2023,2023-09-16,5,27.5,"UPC Substrate","Large Boulder (50cm-1m-WA)",0,30,0
"7751 Reef",48.365835,-123.783186,2023,2023-09-16,5,27.5,"UPC Substrate","Cobble (5-15cm-WA)",1,30,3.33333333333333
"7751 Reef",48.365835,-123.783186,2023,2023-09-16,5,27.5,"UPC Substrate","Clay",0,30,0
"7751 Reef",48.365835,-123.783186,2023,2023-09-16,5,27.5,"UPC Substrate","Other",0,30,0
"7751 Reef",48.365835,-123.783186,2023,2023-09-16,6,38.5,"UPC Substrate","Sand",11,30,36.6666666666667
"7751 Reef",48.365835,-123.783186,2023,2023-09-16,6,38.5,"UPC Substrate","Pebble (0.5-5cm-WA)",0,30,0
"7751 Reef",48.365835,-123.783186,2023,2023-09-16,6,38.5,"UPC Substrate","Shell Hash",0,30,0
"7751 Reef",48.365835,-123.783186,2023,2023-09-16,6,38.5,"UPC Substrate","Reef",15,30,50
"7751 Reef",48.365835,-123.783186,2023,2023-09-16,6,38.5,"UPC Substrate","Rock (15-25cm-WA)",1,30,3.33333333333333
"7751 Reef",48.365835,-123.783186,2023,2023-09-16,6,38.5,"UPC Substrate","Small Boulder (25-50cm-WA)",1,30,3.33333333333333
"7751 Reef",48.365835,-123.783186,2023,2023-09-16,6,38.5,"UPC Substrate","Large Boulder (50cm-1m-WA)",2,30,6.66666666666667
"7751 Reef",48.365835,-123.783186,2023,2023-09-16,6,38.5,"UPC Substrate","Cobble (5-15cm-WA)",0,30,0
"7751 Reef",48.365835,-123.783186,2023,2023-09-16,6,38.5,"UPC Substrate","Clay",0,30,0
"7751 Reef",48.365835,-123.783186,2023,2023-09-16,6,38.5,"UPC Substrate","Other",0,30,0
"Elliot Bay Marina",47.627001,-122.391019,2025,2025-08-28,1,25.5,"UPC Substrate","Sand",0,30,0
"Elliot Bay Marina",47.627001,-122.391019,2025,2025-08-28,1,25.5,"UPC Substrate","Pebble (0.5-5cm-WA)",0,30,0
"Elliot Bay Marina",47.627001,-122.391019,2025,2025-08-28,1,25.5,"UPC Substrate","Shell Hash",0,30,0
"Elliot Bay Marina",47.627001,-122.391019,2025,2025-08-28,1,25.5,"UPC Substrate","Reef",9,30,30
"Elliot Bay Marina",47.627001,-122.391019,2025,2025-08-28,1,25.5,"UPC Substrate","Rock (15-25cm-WA)",1,30,3.33333333333333
"Elliot Bay Marina",47.627001,-122.391019,2025,2025-08-28,1,25.5,"UPC Substrate","Small Boulder (25-50cm-WA)",7,30,23.3333333333333
"Elliot Bay Marina",47.627001,-122.391019,2025,2025-08-28,1,25.5,"UPC Substrate","Large Boulder (50cm-1m-WA)",13,30,43.3333333333333
"Elliot Bay Marina",47.627001,-122.391019,2025,2025-08-28,1,25.5,"UPC Substrate","Cobble (5-15cm-WA)",0,30,0
