"Site","Latitude","Longitude","Year","Date","Transect","Classcode","Sex_Age","Amount","Size_category","Size_mean_cm","Size_min_cm","Size_max_cm","Depth_ft","depth_start_ft","depth_end_ft","Visibility_m"
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,6,"Quillback Rockfish",NA,0,NA,NA,NA,NA,11.5,11,12,4
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,6,"Red Irish Lord",NA,0,NA,NA,NA,NA,11.5,11,12,4
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,6,"Shiner Perch",NA,0,NA,NA,NA,NA,11.5,11,12,4
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,6,"Spiny Dogfish",NA,0,NA,NA,NA,NA,11.5,11,12,4
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,6,"Spotted Ratfish",NA,0,NA,NA,NA,NA,11.5,11,12,4
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,6,"Striped Perch",NA,0,NA,NA,NA,NA,11.5,11,12,4
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,6,"Vermilion Rockfish",NA,0,NA,NA,NA,NA,11.5,11,12,4
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,6,"Vermillion YOY",NA,0,NA,NA,NA,NA,11.5,11,12,4
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,6,"Whitespotted Greenling",NA,1,NA,32,32,32,11.5,11,12,4
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,6,"Wolf Eel",NA,0,NA,NA,NA,NA,11.5,11,12,4
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,6,"Yelloweye Rockfish",NA,0,NA,NA,NA,NA,11.5,11,12,4
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,6,"Yelloweye YOY",NA,0,NA,NA,NA,NA,11.5,11,12,4
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,6,"Yellowtail Rockfish",NA,0,NA,NA,NA,NA,11.5,11,12,4
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,7,"Black Rockfish",NA,0,NA,NA,NA,NA,17.5,19,16,4
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,7,"Black/Yellowtail YOY",NA,0,NA,NA,NA,NA,17.5,19,16,4
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,7,"Blue Rockfish",NA,0,NA,NA,NA,NA,17.5,19,16,4
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,7,"Blue/Deacon YOY",NA,0,NA,NA,NA,NA,17.5,19,16,4
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,7,"Bocaccio YOY",NA,0,NA,NA,NA,NA,17.5,19,16,4
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,7,"Brown Rockfish",NA,0,NA,NA,NA,NA,17.5,19,16,4
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,7,"Brown/Copper/Quillback YOY",NA,0,NA,NA,NA,NA,17.5,19,16,4
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,7,"Buffalo Sculpin",NA,0,NA,NA,NA,NA,17.5,19,16,4
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,7,"Cabezon",NA,0,NA,NA,NA,NA,17.5,19,16,4
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,7,"Canary Rockfish",NA,0,NA,NA,NA,NA,17.5,19,16,4
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,7,"Canary YOY",NA,0,NA,NA,NA,NA,17.5,19,16,4
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,7,"China Rockfish",NA,0,NA,NA,NA,NA,17.5,19,16,4
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,7,"Copper Rockfish",NA,0,NA,NA,NA,NA,17.5,19,16,4
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,7,"Deacon Rockfish",NA,0,NA,NA,NA,NA,17.5,19,16,4
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,7,"Forage Fish",NA,0,NA,NA,NA,NA,17.5,19,16,4
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,7,"Gopher Rockfish",NA,0,NA,NA,NA,NA,17.5,19,16,4
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,7,"Grass Rockfish",NA,0,NA,NA,NA,NA,17.5,19,16,4
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,7,"Kelp Greenling","Male",1,NA,20,20,20,17.5,19,16,4
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,7,"Kelp Perch",NA,0,NA,NA,NA,NA,17.5,19,16,4
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,7,"Lingcod",NA,0,NA,NA,NA,NA,17.5,19,16,4
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,7,"Pile Perch",NA,0,NA,NA,NA,NA,17.5,19,16,4
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,7,"Puget Sound Rockfish",NA,0,NA,NA,NA,NA,17.5,19,16,4
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,7,"Puget Sound YOY",NA,0,NA,NA,NA,NA,17.5,19,16,4
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,7,"Quillback Rockfish",NA,0,NA,NA,NA,NA,17.5,19,16,4
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,7,"Red Irish Lord",NA,0,NA,NA,NA,NA,17.5,19,16,4
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,7,"Shiner Perch",NA,0,NA,NA,NA,NA,17.5,19,16,4
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,7,"Spiny Dogfish",NA,0,NA,NA,NA,NA,17.5,19,16,4
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,7,"Spotted Ratfish",NA,0,NA,NA,NA,NA,17.5,19,16,4
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,7,"Striped Perch",NA,0,NA,NA,NA,NA,17.5,19,16,4
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,7,"Vermilion Rockfish",NA,0,NA,NA,NA,NA,17.5,19,16,4
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,7,"Vermillion YOY",NA,0,NA,NA,NA,NA,17.5,19,16,4
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,7,"Whitespotted Greenling",NA,0,NA,NA,NA,NA,17.5,19,16,4
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,7,"Yelloweye Rockfish",NA,0,NA,NA,NA,NA,17.5,19,16,4
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,7,"Yelloweye YOY",NA,0,NA,NA,NA,NA,17.5,19,16,4
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,7,"Yellowtail Rockfish",NA,0,NA,NA,NA,NA,17.5,19,16,4
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,8,"Black Rockfish",NA,0,NA,NA,NA,NA,16,15,17,10
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,8,"Black/Yellowtail YOY",NA,9,NA,5.5,1,10,16,15,17,10
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,8,"Blue Rockfish",NA,0,NA,NA,NA,NA,16,15,17,10
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,8,"Blue/Deacon YOY",NA,0,NA,NA,NA,NA,16,15,17,10
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,8,"Bocaccio YOY",NA,0,NA,NA,NA,NA,16,15,17,10
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,8,"Brown Rockfish",NA,0,NA,NA,NA,NA,16,15,17,10
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,8,"Brown/Copper/Quillback YOY",NA,0,NA,NA,NA,NA,16,15,17,10
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,8,"Buffalo Sculpin",NA,0,NA,NA,NA,NA,16,15,17,10
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,8,"Cabezon",NA,0,NA,NA,NA,NA,16,15,17,10
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,8,"Canary Rockfish",NA,0,NA,NA,NA,NA,16,15,17,10
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,8,"Canary YOY",NA,0,NA,NA,NA,NA,16,15,17,10
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,8,"China Rockfish",NA,0,NA,NA,NA,NA,16,15,17,10
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,8,"Copper Rockfish",NA,0,NA,NA,NA,NA,16,15,17,10
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,8,"Deacon Rockfish",NA,0,NA,NA,NA,NA,16,15,17,10
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,8,"Forage Fish",NA,90,NA,5,5,5,16,15,17,10
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,8,"Gopher Rockfish",NA,0,NA,NA,NA,NA,16,15,17,10
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,8,"Grass Rockfish",NA,0,NA,NA,NA,NA,16,15,17,10
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,8,"Kelp Greenling","Female",1,NA,22,22,22,16,15,17,10
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,8,"Kelp Perch",NA,0,NA,NA,NA,NA,16,15,17,10
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,8,"Lingcod",NA,0,NA,NA,NA,NA,16,15,17,10
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,8,"Pile Perch",NA,0,NA,NA,NA,NA,16,15,17,10
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,8,"Puget Sound Rockfish",NA,0,NA,NA,NA,NA,16,15,17,10
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,8,"Puget Sound YOY",NA,0,NA,NA,NA,NA,16,15,17,10
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,8,"Quillback Rockfish",NA,0,NA,NA,NA,NA,16,15,17,10
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,8,"Red Irish Lord",NA,0,NA,NA,NA,NA,16,15,17,10
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,8,"Shiner Perch",NA,0,NA,NA,NA,NA,16,15,17,10
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,8,"Spiny Dogfish",NA,0,NA,NA,NA,NA,16,15,17,10
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,8,"Spotted Ratfish",NA,0,NA,NA,NA,NA,16,15,17,10
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,8,"Striped Perch",NA,0,NA,NA,NA,NA,16,15,17,10
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,8,"Vermilion Rockfish",NA,0,NA,NA,NA,NA,16,15,17,10
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,8,"Vermillion YOY",NA,0,NA,NA,NA,NA,16,15,17,10
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,8,"Whitespotted Greenling",NA,0,NA,NA,NA,NA,16,15,17,10
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,8,"Yelloweye Rockfish",NA,0,NA,NA,NA,NA,16,15,17,10
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,8,"Yelloweye YOY",NA,0,NA,NA,NA,NA,16,15,17,10
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,8,"Yellowtail Rockfish",NA,0,NA,NA,NA,NA,16,15,17,10
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,9,"Black Rockfish",NA,0,NA,NA,NA,NA,16.5,15,18,4
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,9,"Black/Yellowtail YOY",NA,0,NA,NA,NA,NA,16.5,15,18,4
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,9,"Blue Rockfish",NA,0,NA,NA,NA,NA,16.5,15,18,4
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,9,"Blue/Deacon YOY",NA,10,NA,5.5,1,10,16.5,15,18,4
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,9,"Bocaccio YOY",NA,0,NA,NA,NA,NA,16.5,15,18,4
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,9,"Brown Rockfish",NA,0,NA,NA,NA,NA,16.5,15,18,4
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,9,"Brown/Copper/Quillback YOY",NA,0,NA,NA,NA,NA,16.5,15,18,4
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,9,"Buffalo Sculpin",NA,0,NA,NA,NA,NA,16.5,15,18,4
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,9,"Cabezon",NA,0,NA,NA,NA,NA,16.5,15,18,4
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,9,"Canary Rockfish",NA,0,NA,NA,NA,NA,16.5,15,18,4
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,9,"Canary YOY",NA,0,NA,NA,NA,NA,16.5,15,18,4
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,9,"China Rockfish",NA,0,NA,NA,NA,NA,16.5,15,18,4
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,9,"Copper Rockfish",NA,0,NA,NA,NA,NA,16.5,15,18,4
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,9,"Deacon Rockfish",NA,0,NA,NA,NA,NA,16.5,15,18,4
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,9,"Forage Fish",NA,150,NA,2,1,3,16.5,15,18,4
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,9,"Gopher Rockfish",NA,0,NA,NA,NA,NA,16.5,15,18,4
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,9,"Grass Rockfish",NA,0,NA,NA,NA,NA,16.5,15,18,4
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,9,"Kelp Greenling",NA,0,NA,NA,NA,NA,16.5,15,18,4
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,9,"Kelp Perch",NA,0,NA,NA,NA,NA,16.5,15,18,4
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,9,"Lingcod",NA,0,NA,NA,NA,NA,16.5,15,18,4
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,9,"Pile Perch",NA,0,NA,NA,NA,NA,16.5,15,18,4
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,9,"Puget Sound Rockfish",NA,0,NA,NA,NA,NA,16.5,15,18,4
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,9,"Puget Sound YOY",NA,0,NA,NA,NA,NA,16.5,15,18,4
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,9,"Quillback Rockfish",NA,0,NA,NA,NA,NA,16.5,15,18,4
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,9,"Red Irish Lord",NA,0,NA,NA,NA,NA,16.5,15,18,4
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,9,"Shiner Perch",NA,0,NA,NA,NA,NA,16.5,15,18,4
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,9,"Spiny Dogfish",NA,0,NA,NA,NA,NA,16.5,15,18,4
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,9,"Spotted Ratfish",NA,0,NA,NA,NA,NA,16.5,15,18,4
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,9,"Striped Perch",NA,0,NA,NA,NA,NA,16.5,15,18,4
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,9,"Vermilion Rockfish",NA,0,NA,NA,NA,NA,16.5,15,18,4
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,9,"Vermillion YOY",NA,0,NA,NA,NA,NA,16.5,15,18,4
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,9,"Whitespotted Greenling",NA,0,NA,NA,NA,NA,16.5,15,18,4
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,9,"Yelloweye Rockfish",NA,0,NA,NA,NA,NA,16.5,15,18,4
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,9,"Yelloweye YOY",NA,0,NA,NA,NA,NA,16.5,15,18,4
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,9,"Yellowtail Rockfish",NA,0,NA,NA,NA,NA,16.5,15,18,4
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,10,"Black Rockfish",NA,0,NA,NA,NA,NA,10,10,10,4
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,10,"Black/Yellowtail YOY",NA,0,NA,NA,NA,NA,10,10,10,4
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,10,"Blue Rockfish",NA,0,NA,NA,NA,NA,10,10,10,4
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,10,"Blue/Deacon YOY",NA,0,NA,NA,NA,NA,10,10,10,4
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,10,"Bocaccio YOY",NA,0,NA,NA,NA,NA,10,10,10,4
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,10,"Brown Rockfish",NA,0,NA,NA,NA,NA,10,10,10,4
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,10,"Brown/Copper/Quillback YOY",NA,0,NA,NA,NA,NA,10,10,10,4
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,10,"Buffalo Sculpin",NA,0,NA,NA,NA,NA,10,10,10,4
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,10,"Cabezon",NA,0,NA,NA,NA,NA,10,10,10,4
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,10,"Canary Rockfish",NA,0,NA,NA,NA,NA,10,10,10,4
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,10,"Canary YOY",NA,0,NA,NA,NA,NA,10,10,10,4
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,10,"China Rockfish",NA,0,NA,NA,NA,NA,10,10,10,4
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,10,"Copper Rockfish",NA,0,NA,NA,NA,NA,10,10,10,4
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,10,"Deacon Rockfish",NA,0,NA,NA,NA,NA,10,10,10,4
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,10,"Forage Fish",NA,300,NA,5,5,5,10,10,10,4
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,10,"Gopher Rockfish",NA,0,NA,NA,NA,NA,10,10,10,4
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,10,"Grass Rockfish",NA,0,NA,NA,NA,NA,10,10,10,4
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,10,"Kelp Greenling","Male",1,NA,25,25,25,10,10,10,4
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,10,"Kelp Perch",NA,0,NA,NA,NA,NA,10,10,10,4
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,10,"Lingcod",NA,0,NA,NA,NA,NA,10,10,10,4
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,10,"Pile Perch",NA,0,NA,NA,NA,NA,10,10,10,4
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,10,"Puget Sound Rockfish",NA,0,NA,NA,NA,NA,10,10,10,4
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,10,"Puget Sound YOY",NA,0,NA,NA,NA,NA,10,10,10,4
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,10,"Quillback Rockfish",NA,0,NA,NA,NA,NA,10,10,10,4
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,10,"Red Irish Lord",NA,0,NA,NA,NA,NA,10,10,10,4
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,10,"Shiner Perch",NA,0,NA,NA,NA,NA,10,10,10,4
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,10,"Spiny Dogfish",NA,0,NA,NA,NA,NA,10,10,10,4
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,10,"Spotted Ratfish",NA,0,NA,NA,NA,NA,10,10,10,4
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,10,"Striped Perch",NA,0,NA,NA,NA,NA,10,10,10,4
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,10,"Vermilion Rockfish",NA,0,NA,NA,NA,NA,10,10,10,4
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,10,"Vermillion YOY",NA,0,NA,NA,NA,NA,10,10,10,4
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,10,"Whitespotted Greenling",NA,0,NA,NA,NA,NA,10,10,10,4
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,10,"Yelloweye Rockfish",NA,0,NA,NA,NA,NA,10,10,10,4
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,10,"Yelloweye YOY",NA,0,NA,NA,NA,NA,10,10,10,4
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,10,"Yellowtail Rockfish",NA,0,NA,NA,NA,NA,10,10,10,4
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,11,"Black Rockfish",NA,0,NA,NA,NA,NA,11,11,11,10
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,11,"Black/Yellowtail YOY",NA,80,NA,5.5,1,10,11,11,11,10
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,11,"Blue Rockfish",NA,0,NA,NA,NA,NA,11,11,11,10
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,11,"Blue/Deacon YOY",NA,0,NA,NA,NA,NA,11,11,11,10
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,11,"Bocaccio YOY",NA,0,NA,NA,NA,NA,11,11,11,10
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,11,"Brown Rockfish",NA,0,NA,NA,NA,NA,11,11,11,10
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,11,"Brown/Copper/Quillback YOY",NA,0,NA,NA,NA,NA,11,11,11,10
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,11,"Buffalo Sculpin",NA,0,NA,NA,NA,NA,11,11,11,10
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,11,"Cabezon",NA,0,NA,NA,NA,NA,11,11,11,10
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,11,"Canary Rockfish",NA,0,NA,NA,NA,NA,11,11,11,10
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,11,"Canary YOY",NA,0,NA,NA,NA,NA,11,11,11,10
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,11,"China Rockfish",NA,0,NA,NA,NA,NA,11,11,11,10
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,11,"Copper Rockfish",NA,0,NA,NA,NA,NA,11,11,11,10
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,11,"Deacon Rockfish",NA,0,NA,NA,NA,NA,11,11,11,10
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,11,"Forage Fish",NA,0,NA,NA,NA,NA,11,11,11,10
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,11,"Gopher Rockfish",NA,0,NA,NA,NA,NA,11,11,11,10
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,11,"Grass Rockfish",NA,0,NA,NA,NA,NA,11,11,11,10
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,11,"Kelp Greenling","Female",1,NA,40,40,40,11,11,11,10
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,11,"Kelp Greenling","Female",1,NA,25,25,25,11,11,11,10
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,11,"Kelp Perch",NA,0,NA,NA,NA,NA,11,11,11,10
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,11,"Lingcod",NA,0,NA,NA,NA,NA,11,11,11,10
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,11,"Pile Perch",NA,0,NA,NA,NA,NA,11,11,11,10
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,11,"Puget Sound Rockfish",NA,0,NA,NA,NA,NA,11,11,11,10
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,11,"Puget Sound YOY",NA,0,NA,NA,NA,NA,11,11,11,10
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,11,"Quillback Rockfish",NA,0,NA,NA,NA,NA,11,11,11,10
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,11,"Red Irish Lord",NA,0,NA,NA,NA,NA,11,11,11,10
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,11,"Shiner Perch",NA,0,NA,NA,NA,NA,11,11,11,10
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,11,"Spiny Dogfish",NA,0,NA,NA,NA,NA,11,11,11,10
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,11,"Spotted Ratfish",NA,0,NA,NA,NA,NA,11,11,11,10
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,11,"Striped Perch",NA,0,NA,NA,NA,NA,11,11,11,10
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,11,"Vermilion Rockfish",NA,0,NA,NA,NA,NA,11,11,11,10
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,11,"Vermillion YOY",NA,5,NA,5.5,1,10,11,11,11,10
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,11,"Whitespotted Greenling",NA,0,NA,NA,NA,NA,11,11,11,10
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,11,"Yelloweye Rockfish",NA,0,NA,NA,NA,NA,11,11,11,10
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,11,"Yelloweye YOY",NA,0,NA,NA,NA,NA,11,11,11,10
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,11,"Yellowtail Rockfish",NA,0,NA,NA,NA,NA,11,11,11,10
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,12,"Black Rockfish",NA,0,NA,NA,NA,NA,12.5,12,13,4
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,12,"Black/Yellowtail YOY",NA,0,NA,NA,NA,NA,12.5,12,13,4
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,12,"Blue Rockfish",NA,0,NA,NA,NA,NA,12.5,12,13,4
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,12,"Blue/Deacon YOY",NA,0,NA,NA,NA,NA,12.5,12,13,4
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,12,"Bocaccio YOY",NA,0,NA,NA,NA,NA,12.5,12,13,4
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,12,"Brown Rockfish",NA,0,NA,NA,NA,NA,12.5,12,13,4
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,12,"Brown/Copper/Quillback YOY",NA,0,NA,NA,NA,NA,12.5,12,13,4
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,12,"Buffalo Sculpin",NA,0,NA,NA,NA,NA,12.5,12,13,4
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,12,"Cabezon",NA,0,NA,NA,NA,NA,12.5,12,13,4
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,12,"Canary Rockfish",NA,0,NA,NA,NA,NA,12.5,12,13,4
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,12,"Canary YOY",NA,0,NA,NA,NA,NA,12.5,12,13,4
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,12,"China Rockfish",NA,0,NA,NA,NA,NA,12.5,12,13,4
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,12,"Copper Rockfish",NA,0,NA,NA,NA,NA,12.5,12,13,4
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,12,"Deacon Rockfish",NA,0,NA,NA,NA,NA,12.5,12,13,4
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,12,"Forage Fish",NA,0,NA,NA,NA,NA,12.5,12,13,4
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,12,"Gopher Rockfish",NA,0,NA,NA,NA,NA,12.5,12,13,4
"Tongue Point",48.256822,-124.275318,2024,2024-08-02,12,"Grass Rockfish",NA,0,NA,NA,NA,NA,12.5,12,13,4
