"Site","Latitude","Longitude","Year","Date","Transect","Depth_ft","Classcode","Amount","Stipes","Distance"
"Seattle Waterfront",47.608873,-122.349157,2024,2024-08-26,5,7.5,"Wire Weed",1,NA,30
"Seattle Waterfront",47.608873,-122.349157,2024,2024-08-26,5,7.5,"Woody Kelp",0,NA,30
"Seattle Waterfront",47.608873,-122.349157,2024,2024-08-26,6,16,"Acid Weed",0,NA,30
"Seattle Waterfront",47.608873,-122.349157,2024,2024-08-26,6,16,"Broad-Ribbed Kelp",0,NA,30
"Seattle Waterfront",47.608873,-122.349157,2024,2024-08-26,6,16,"Bull Kelp",12,NA,30
"Seattle Waterfront",47.608873,-122.349157,2024,2024-08-26,6,16,"Feather Boa Kelp",0,0,30
"Seattle Waterfront",47.608873,-122.349157,2024,2024-08-26,6,16,"Five-Ribbed Kelp",0,NA,30
"Seattle Waterfront",47.608873,-122.349157,2024,2024-08-26,6,16,"Giant Kelp",0,0,30
"Seattle Waterfront",47.608873,-122.349157,2024,2024-08-26,6,16,"Sieve Kelp",0,NA,30
"Seattle Waterfront",47.608873,-122.349157,2024,2024-08-26,6,16,"Sugar Kelp",61,NA,9
"Seattle Waterfront",47.608873,-122.349157,2024,2024-08-26,6,16,"Three-Ribbed Kelp",0,NA,30
"Seattle Waterfront",47.608873,-122.349157,2024,2024-08-26,6,16,"Torn Kelp",0,NA,30
"Seattle Waterfront",47.608873,-122.349157,2024,2024-08-26,6,16,"Winged Kelp",0,NA,30
"Seattle Waterfront",47.608873,-122.349157,2024,2024-08-26,6,16,"Wire Weed",0,NA,30
"Seattle Waterfront",47.608873,-122.349157,2024,2024-08-26,6,16,"Woody Kelp",0,NA,30
"Seattle Waterfront",47.608873,-122.349157,2025,2025-08-22,1,9.5,"Acid Weed",0,NA,30
"Seattle Waterfront",47.608873,-122.349157,2025,2025-08-22,1,9.5,"Broad-Ribbed Kelp",0,NA,30
"Seattle Waterfront",47.608873,-122.349157,2025,2025-08-22,1,9.5,"Bull Kelp",0,NA,30
"Seattle Waterfront",47.608873,-122.349157,2025,2025-08-22,1,9.5,"Feather Boa Kelp",0,0,30
"Seattle Waterfront",47.608873,-122.349157,2025,2025-08-22,1,9.5,"Five-Ribbed Kelp",0,NA,30
"Seattle Waterfront",47.608873,-122.349157,2025,2025-08-22,1,9.5,"Giant Kelp",0,0,30
"Seattle Waterfront",47.608873,-122.349157,2025,2025-08-22,1,9.5,"Sieve Kelp",0,NA,30
"Seattle Waterfront",47.608873,-122.349157,2025,2025-08-22,1,9.5,"Sugar Kelp",0,NA,30
"Seattle Waterfront",47.608873,-122.349157,2025,2025-08-22,1,9.5,"Three-Ribbed Kelp",0,NA,30
"Seattle Waterfront",47.608873,-122.349157,2025,2025-08-22,1,9.5,"Torn Kelp",0,NA,30
"Seattle Waterfront",47.608873,-122.349157,2025,2025-08-22,1,9.5,"Winged Kelp",0,NA,30
"Seattle Waterfront",47.608873,-122.349157,2025,2025-08-22,1,9.5,"Wire Weed",0,NA,30
"Seattle Waterfront",47.608873,-122.349157,2025,2025-08-22,1,9.5,"Woody Kelp",0,NA,30
"Seattle Waterfront",47.608873,-122.349157,2025,2025-08-22,2,17,"Acid Weed",0,NA,30
"Seattle Waterfront",47.608873,-122.349157,2025,2025-08-22,2,17,"Broad-Ribbed Kelp",0,NA,30
"Seattle Waterfront",47.608873,-122.349157,2025,2025-08-22,2,17,"Bull Kelp",0,NA,30
"Seattle Waterfront",47.608873,-122.349157,2025,2025-08-22,2,17,"Feather Boa Kelp",0,0,30
"Seattle Waterfront",47.608873,-122.349157,2025,2025-08-22,2,17,"Five-Ribbed Kelp",2,NA,30
"Seattle Waterfront",47.608873,-122.349157,2025,2025-08-22,2,17,"Giant Kelp",0,0,30
"Seattle Waterfront",47.608873,-122.349157,2025,2025-08-22,2,17,"Sieve Kelp",17,NA,30
"Seattle Waterfront",47.608873,-122.349157,2025,2025-08-22,2,17,"Sugar Kelp",52,NA,8
"Seattle Waterfront",47.608873,-122.349157,2025,2025-08-22,2,17,"Three-Ribbed Kelp",0,NA,30
"Seattle Waterfront",47.608873,-122.349157,2025,2025-08-22,2,17,"Torn Kelp",0,NA,30
"Seattle Waterfront",47.608873,-122.349157,2025,2025-08-22,2,17,"Winged Kelp",0,NA,30
"Seattle Waterfront",47.608873,-122.349157,2025,2025-08-22,2,17,"Wire Weed",0,NA,30
"Seattle Waterfront",47.608873,-122.349157,2025,2025-08-22,2,17,"Woody Kelp",0,NA,30
"Seattle Waterfront",47.608873,-122.349157,2025,2025-08-22,3,19,"Acid Weed",0,NA,30
"Seattle Waterfront",47.608873,-122.349157,2025,2025-08-22,3,19,"Broad-Ribbed Kelp",0,NA,30
"Seattle Waterfront",47.608873,-122.349157,2025,2025-08-22,3,19,"Bull Kelp",2,NA,30
"Seattle Waterfront",47.608873,-122.349157,2025,2025-08-22,3,19,"Feather Boa Kelp",0,0,30
"Seattle Waterfront",47.608873,-122.349157,2025,2025-08-22,3,19,"Five-Ribbed Kelp",3,NA,30
"Seattle Waterfront",47.608873,-122.349157,2025,2025-08-22,3,19,"Giant Kelp",0,0,30
"Seattle Waterfront",47.608873,-122.349157,2025,2025-08-22,3,19,"Sieve Kelp",0,NA,30
"Seattle Waterfront",47.608873,-122.349157,2025,2025-08-22,3,19,"Sugar Kelp",50,NA,18
"Seattle Waterfront",47.608873,-122.349157,2025,2025-08-22,3,19,"Three-Ribbed Kelp",0,NA,30
"Seattle Waterfront",47.608873,-122.349157,2025,2025-08-22,3,19,"Torn Kelp",0,NA,30
"Seattle Waterfront",47.608873,-122.349157,2025,2025-08-22,3,19,"Winged Kelp",0,NA,30
"Seattle Waterfront",47.608873,-122.349157,2025,2025-08-22,3,19,"Wire Weed",0,NA,30
"Seattle Waterfront",47.608873,-122.349157,2025,2025-08-22,3,19,"Woody Kelp",0,NA,30
"Seattle Waterfront",47.608873,-122.349157,2025,2025-08-22,4,24,"Acid Weed",0,NA,30
"Seattle Waterfront",47.608873,-122.349157,2025,2025-08-22,4,24,"Broad-Ribbed Kelp",0,NA,30
"Seattle Waterfront",47.608873,-122.349157,2025,2025-08-22,4,24,"Bull Kelp",0,NA,30
"Seattle Waterfront",47.608873,-122.349157,2025,2025-08-22,4,24,"Feather Boa Kelp",0,0,30
"Seattle Waterfront",47.608873,-122.349157,2025,2025-08-22,4,24,"Five-Ribbed Kelp",0,NA,30
"Seattle Waterfront",47.608873,-122.349157,2025,2025-08-22,4,24,"Giant Kelp",0,0,30
"Seattle Waterfront",47.608873,-122.349157,2025,2025-08-22,4,24,"Sieve Kelp",0,NA,30
"Seattle Waterfront",47.608873,-122.349157,2025,2025-08-22,4,24,"Sugar Kelp",50,NA,23
"Seattle Waterfront",47.608873,-122.349157,2025,2025-08-22,4,24,"Three-Ribbed Kelp",0,NA,30
"Seattle Waterfront",47.608873,-122.349157,2025,2025-08-22,4,24,"Torn Kelp",0,NA,30
"Seattle Waterfront",47.608873,-122.349157,2025,2025-08-22,4,24,"Winged Kelp",0,NA,30
"Seattle Waterfront",47.608873,-122.349157,2025,2025-08-22,4,24,"Wire Weed",0,NA,30
"Seattle Waterfront",47.608873,-122.349157,2025,2025-08-22,4,24,"Woody Kelp",0,NA,30
"Seattle Waterfront",47.608873,-122.349157,2025,2025-08-22,5,22,"Acid Weed",0,NA,30
"Seattle Waterfront",47.608873,-122.349157,2025,2025-08-22,5,22,"Broad-Ribbed Kelp",0,NA,30
"Seattle Waterfront",47.608873,-122.349157,2025,2025-08-22,5,22,"Bull Kelp",3,NA,30
"Seattle Waterfront",47.608873,-122.349157,2025,2025-08-22,5,22,"Feather Boa Kelp",0,0,30
"Seattle Waterfront",47.608873,-122.349157,2025,2025-08-22,5,22,"Five-Ribbed Kelp",2,NA,30
"Seattle Waterfront",47.608873,-122.349157,2025,2025-08-22,5,22,"Giant Kelp",0,0,30
"Seattle Waterfront",47.608873,-122.349157,2025,2025-08-22,5,22,"Sieve Kelp",0,NA,30
"Seattle Waterfront",47.608873,-122.349157,2025,2025-08-22,5,22,"Sugar Kelp",51,NA,20
"Seattle Waterfront",47.608873,-122.349157,2025,2025-08-22,5,22,"Three-Ribbed Kelp",0,NA,30
"Seattle Waterfront",47.608873,-122.349157,2025,2025-08-22,5,22,"Torn Kelp",0,NA,30
"Seattle Waterfront",47.608873,-122.349157,2025,2025-08-22,5,22,"Winged Kelp",0,NA,30
"Seattle Waterfront",47.608873,-122.349157,2025,2025-08-22,5,22,"Wire Weed",0,NA,30
"Seattle Waterfront",47.608873,-122.349157,2025,2025-08-22,5,22,"Woody Kelp",0,NA,30
"Seattle Waterfront",47.608873,-122.349157,2025,2025-08-22,6,7.5,"Acid Weed",0,NA,30
"Seattle Waterfront",47.608873,-122.349157,2025,2025-08-22,6,7.5,"Broad-Ribbed Kelp",0,NA,30
"Seattle Waterfront",47.608873,-122.349157,2025,2025-08-22,6,7.5,"Bull Kelp",19,NA,30
"Seattle Waterfront",47.608873,-122.349157,2025,2025-08-22,6,7.5,"Feather Boa Kelp",0,0,30
"Seattle Waterfront",47.608873,-122.349157,2025,2025-08-22,6,7.5,"Five-Ribbed Kelp",2,NA,30
"Seattle Waterfront",47.608873,-122.349157,2025,2025-08-22,6,7.5,"Giant Kelp",0,0,30
"Seattle Waterfront",47.608873,-122.349157,2025,2025-08-22,6,7.5,"Sieve Kelp",0,NA,30
"Seattle Waterfront",47.608873,-122.349157,2025,2025-08-22,6,7.5,"Sugar Kelp",7,NA,30
"Seattle Waterfront",47.608873,-122.349157,2025,2025-08-22,6,7.5,"Three-Ribbed Kelp",0,NA,30
"Seattle Waterfront",47.608873,-122.349157,2025,2025-08-22,6,7.5,"Torn Kelp",0,NA,30
"Seattle Waterfront",47.608873,-122.349157,2025,2025-08-22,6,7.5,"Winged Kelp",0,NA,30
"Seattle Waterfront",47.608873,-122.349157,2025,2025-08-22,6,7.5,"Wire Weed",6,NA,30
"Seattle Waterfront",47.608873,-122.349157,2025,2025-08-22,6,7.5,"Woody Kelp",0,NA,30
"Sekiu Point",48.267782,-124.297828,2023,2023-07-28,1,19,"Acid Weed",7,NA,30
"Sekiu Point",48.267782,-124.297828,2023,2023-07-28,1,19,"Broad-Ribbed Kelp",4,NA,30
"Sekiu Point",48.267782,-124.297828,2023,2023-07-28,1,19,"Bull Kelp",1,NA,30
"Sekiu Point",48.267782,-124.297828,2023,2023-07-28,1,19,"Feather Boa Kelp",0,0,30
"Sekiu Point",48.267782,-124.297828,2023,2023-07-28,1,19,"Five-Ribbed Kelp",4,NA,30
"Sekiu Point",48.267782,-124.297828,2023,2023-07-28,1,19,"Giant Kelp",1,7,30
"Sekiu Point",48.267782,-124.297828,2023,2023-07-28,1,19,"Giant Kelp",1,12,30
"Sekiu Point",48.267782,-124.297828,2023,2023-07-28,1,19,"Sieve Kelp",6,NA,30
"Sekiu Point",48.267782,-124.297828,2023,2023-07-28,1,19,"Sugar Kelp",30,NA,30
"Sekiu Point",48.267782,-124.297828,2023,2023-07-28,1,19,"Three-Ribbed Kelp",0,NA,30
"Sekiu Point",48.267782,-124.297828,2023,2023-07-28,1,19,"Torn Kelp",52,NA,13.4
"Sekiu Point",48.267782,-124.297828,2023,2023-07-28,1,19,"Winged Kelp",4,NA,30
"Sekiu Point",48.267782,-124.297828,2023,2023-07-28,1,19,"Wire Weed",0,NA,30
"Sekiu Point",48.267782,-124.297828,2023,2023-07-28,1,19,"Woody Kelp",54,NA,20.2
"Sekiu Point",48.267782,-124.297828,2023,2023-07-28,2,24,"Acid Weed",17,NA,30
"Sekiu Point",48.267782,-124.297828,2023,2023-07-28,2,24,"Broad-Ribbed Kelp",2,NA,30
"Sekiu Point",48.267782,-124.297828,2023,2023-07-28,2,24,"Bull Kelp",2,NA,30
"Sekiu Point",48.267782,-124.297828,2023,2023-07-28,2,24,"Feather Boa Kelp",0,0,30
"Sekiu Point",48.267782,-124.297828,2023,2023-07-28,2,24,"Five-Ribbed Kelp",3,NA,30
"Sekiu Point",48.267782,-124.297828,2023,2023-07-28,2,24,"Giant Kelp",1,2,30
"Sekiu Point",48.267782,-124.297828,2023,2023-07-28,2,24,"Giant Kelp",1,14,30
"Sekiu Point",48.267782,-124.297828,2023,2023-07-28,2,24,"Giant Kelp",1,17,30
"Sekiu Point",48.267782,-124.297828,2023,2023-07-28,2,24,"Giant Kelp",1,23,30
"Sekiu Point",48.267782,-124.297828,2023,2023-07-28,2,24,"Sieve Kelp",2,NA,30
"Sekiu Point",48.267782,-124.297828,2023,2023-07-28,2,24,"Sugar Kelp",18,NA,30
"Sekiu Point",48.267782,-124.297828,2023,2023-07-28,2,24,"Three-Ribbed Kelp",0,NA,30
"Sekiu Point",48.267782,-124.297828,2023,2023-07-28,2,24,"Torn Kelp",13,NA,30
"Sekiu Point",48.267782,-124.297828,2023,2023-07-28,2,24,"Winged Kelp",4,NA,30
"Sekiu Point",48.267782,-124.297828,2023,2023-07-28,2,24,"Wire Weed",0,NA,30
"Sekiu Point",48.267782,-124.297828,2023,2023-07-28,2,24,"Woody Kelp",56,NA,10.2
"Sekiu Point",48.267782,-124.297828,2023,2023-07-28,3,28.5,"Acid Weed",24,NA,30
"Sekiu Point",48.267782,-124.297828,2023,2023-07-28,3,28.5,"Broad-Ribbed Kelp",1,NA,30
"Sekiu Point",48.267782,-124.297828,2023,2023-07-28,3,28.5,"Bull Kelp",4,NA,30
"Sekiu Point",48.267782,-124.297828,2023,2023-07-28,3,28.5,"Feather Boa Kelp",0,0,30
"Sekiu Point",48.267782,-124.297828,2023,2023-07-28,3,28.5,"Five-Ribbed Kelp",2,NA,30
"Sekiu Point",48.267782,-124.297828,2023,2023-07-28,3,28.5,"Giant Kelp",1,4,30
"Sekiu Point",48.267782,-124.297828,2023,2023-07-28,3,28.5,"Sieve Kelp",14,NA,30
"Sekiu Point",48.267782,-124.297828,2023,2023-07-28,3,28.5,"Sugar Kelp",20,NA,30
"Sekiu Point",48.267782,-124.297828,2023,2023-07-28,3,28.5,"Three-Ribbed Kelp",2,NA,30
"Sekiu Point",48.267782,-124.297828,2023,2023-07-28,3,28.5,"Torn Kelp",18,NA,30
"Sekiu Point",48.267782,-124.297828,2023,2023-07-28,3,28.5,"Winged Kelp",2,NA,30
"Sekiu Point",48.267782,-124.297828,2023,2023-07-28,3,28.5,"Wire Weed",0,NA,30
"Sekiu Point",48.267782,-124.297828,2023,2023-07-28,3,28.5,"Woody Kelp",30,NA,30
"Sekiu Point",48.267782,-124.297828,2023,2023-07-28,4,11.5,"Acid Weed",0,NA,30
"Sekiu Point",48.267782,-124.297828,2023,2023-07-28,4,11.5,"Broad-Ribbed Kelp",10,NA,30
"Sekiu Point",48.267782,-124.297828,2023,2023-07-28,4,11.5,"Bull Kelp",5,NA,30
"Sekiu Point",48.267782,-124.297828,2023,2023-07-28,4,11.5,"Feather Boa Kelp",0,0,30
"Sekiu Point",48.267782,-124.297828,2023,2023-07-28,4,11.5,"Five-Ribbed Kelp",5,NA,30
"Sekiu Point",48.267782,-124.297828,2023,2023-07-28,4,11.5,"Giant Kelp",1,3,30
"Sekiu Point",48.267782,-124.297828,2023,2023-07-28,4,11.5,"Giant Kelp",1,6,30
"Sekiu Point",48.267782,-124.297828,2023,2023-07-28,4,11.5,"Giant Kelp",1,9,30
"Sekiu Point",48.267782,-124.297828,2023,2023-07-28,4,11.5,"Giant Kelp",1,12,30
"Sekiu Point",48.267782,-124.297828,2023,2023-07-28,4,11.5,"Giant Kelp",1,19,30
"Sekiu Point",48.267782,-124.297828,2023,2023-07-28,4,11.5,"Giant Kelp",1,44,30
"Sekiu Point",48.267782,-124.297828,2023,2023-07-28,4,11.5,"Giant Kelp",1,68,30
"Sekiu Point",48.267782,-124.297828,2023,2023-07-28,4,11.5,"Sieve Kelp",0,NA,30
"Sekiu Point",48.267782,-124.297828,2023,2023-07-28,4,11.5,"Sugar Kelp",7,NA,30
"Sekiu Point",48.267782,-124.297828,2023,2023-07-28,4,11.5,"Three-Ribbed Kelp",0,NA,30
"Sekiu Point",48.267782,-124.297828,2023,2023-07-28,4,11.5,"Torn Kelp",22,NA,30
"Sekiu Point",48.267782,-124.297828,2023,2023-07-28,4,11.5,"Winged Kelp",3,NA,30
"Sekiu Point",48.267782,-124.297828,2023,2023-07-28,4,11.5,"Wire Weed",0,NA,30
"Sekiu Point",48.267782,-124.297828,2023,2023-07-28,4,11.5,"Woody Kelp",63,NA,30
"Sekiu Point",48.267782,-124.297828,2023,2023-07-28,5,16.5,"Acid Weed",17,NA,30
"Sekiu Point",48.267782,-124.297828,2023,2023-07-28,5,16.5,"Broad-Ribbed Kelp",0,NA,30
"Sekiu Point",48.267782,-124.297828,2023,2023-07-28,5,16.5,"Bull Kelp",13,NA,30
"Sekiu Point",48.267782,-124.297828,2023,2023-07-28,5,16.5,"Feather Boa Kelp",0,0,30
"Sekiu Point",48.267782,-124.297828,2023,2023-07-28,5,16.5,"Five-Ribbed Kelp",13,NA,30
"Sekiu Point",48.267782,-124.297828,2023,2023-07-28,5,16.5,"Giant Kelp",1,7,30
"Sekiu Point",48.267782,-124.297828,2023,2023-07-28,5,16.5,"Giant Kelp",1,9,30
"Sekiu Point",48.267782,-124.297828,2023,2023-07-28,5,16.5,"Giant Kelp",1,15,30
"Sekiu Point",48.267782,-124.297828,2023,2023-07-28,5,16.5,"Giant Kelp",1,43,30
"Sekiu Point",48.267782,-124.297828,2023,2023-07-28,5,16.5,"Sieve Kelp",14,NA,30
"Sekiu Point",48.267782,-124.297828,2023,2023-07-28,5,16.5,"Sugar Kelp",32,NA,30
"Sekiu Point",48.267782,-124.297828,2023,2023-07-28,5,16.5,"Three-Ribbed Kelp",0,NA,30
"Sekiu Point",48.267782,-124.297828,2023,2023-07-28,5,16.5,"Torn Kelp",0,NA,30
"Sekiu Point",48.267782,-124.297828,2023,2023-07-28,5,16.5,"Winged Kelp",8,NA,30
"Sekiu Point",48.267782,-124.297828,2023,2023-07-28,5,16.5,"Wire Weed",0,NA,30
"Sekiu Point",48.267782,-124.297828,2023,2023-07-28,5,16.5,"Woody Kelp",50,NA,14
"Sekiu Point",48.267782,-124.297828,2023,2023-07-28,6,23,"Acid Weed",8,NA,30
"Sekiu Point",48.267782,-124.297828,2023,2023-07-28,6,23,"Broad-Ribbed Kelp",0,NA,30
"Sekiu Point",48.267782,-124.297828,2023,2023-07-28,6,23,"Bull Kelp",1,NA,30
"Sekiu Point",48.267782,-124.297828,2023,2023-07-28,6,23,"Feather Boa Kelp",0,0,30
"Sekiu Point",48.267782,-124.297828,2023,2023-07-28,6,23,"Five-Ribbed Kelp",0,NA,30
"Sekiu Point",48.267782,-124.297828,2023,2023-07-28,6,23,"Giant Kelp",2,1,30
"Sekiu Point",48.267782,-124.297828,2023,2023-07-28,6,23,"Giant Kelp",2,3,30
"Sekiu Point",48.267782,-124.297828,2023,2023-07-28,6,23,"Giant Kelp",1,5,30
"Sekiu Point",48.267782,-124.297828,2023,2023-07-28,6,23,"Giant Kelp",1,6,30
"Sekiu Point",48.267782,-124.297828,2023,2023-07-28,6,23,"Giant Kelp",3,7,30
"Sekiu Point",48.267782,-124.297828,2023,2023-07-28,6,23,"Giant Kelp",1,8,30
"Sekiu Point",48.267782,-124.297828,2023,2023-07-28,6,23,"Giant Kelp",1,13,30
"Sekiu Point",48.267782,-124.297828,2023,2023-07-28,6,23,"Giant Kelp",1,17,30
"Sekiu Point",48.267782,-124.297828,2023,2023-07-28,6,23,"Sieve Kelp",12,NA,30
"Sekiu Point",48.267782,-124.297828,2023,2023-07-28,6,23,"Sugar Kelp",14,NA,30
"Sekiu Point",48.267782,-124.297828,2023,2023-07-28,6,23,"Three-Ribbed Kelp",0,NA,30
"Sekiu Point",48.267782,-124.297828,2023,2023-07-28,6,23,"Torn Kelp",0,NA,30
"Sekiu Point",48.267782,-124.297828,2023,2023-07-28,6,23,"Winged Kelp",0,NA,30
"Sekiu Point",48.267782,-124.297828,2023,2023-07-28,6,23,"Wire Weed",0,NA,30
"Sekiu Point",48.267782,-124.297828,2023,2023-07-28,6,23,"Woody Kelp",52,NA,7
"Sekiu Point",48.267782,-124.297828,2024,2024-08-03,1,20.5,"Acid Weed",1,NA,30
"Sekiu Point",48.267782,-124.297828,2024,2024-08-03,1,20.5,"Broad-Ribbed Kelp",0,NA,30
"Sekiu Point",48.267782,-124.297828,2024,2024-08-03,1,20.5,"Bull Kelp",6,NA,30
"Sekiu Point",48.267782,-124.297828,2024,2024-08-03,1,20.5,"Feather Boa Kelp",0,0,30
"Sekiu Point",48.267782,-124.297828,2024,2024-08-03,1,20.5,"Five-Ribbed Kelp",1,NA,30
"Sekiu Point",48.267782,-124.297828,2024,2024-08-03,1,20.5,"Giant Kelp",1,12,30
"Sekiu Point",48.267782,-124.297828,2024,2024-08-03,1,20.5,"Sieve Kelp",0,NA,30
"Sekiu Point",48.267782,-124.297828,2024,2024-08-03,1,20.5,"Sugar Kelp",3,NA,30
"Sekiu Point",48.267782,-124.297828,2024,2024-08-03,1,20.5,"Three-Ribbed Kelp",0,NA,30
"Sekiu Point",48.267782,-124.297828,2024,2024-08-03,1,20.5,"Torn Kelp",0,NA,30
"Sekiu Point",48.267782,-124.297828,2024,2024-08-03,1,20.5,"Winged Kelp",0,NA,30
"Sekiu Point",48.267782,-124.297828,2024,2024-08-03,1,20.5,"Wire Weed",0,NA,30
"Sekiu Point",48.267782,-124.297828,2024,2024-08-03,1,20.5,"Woody Kelp",50,NA,15.1
"Sekiu Point",48.267782,-124.297828,2024,2024-08-03,2,24,"Acid Weed",21,NA,30
"Sekiu Point",48.267782,-124.297828,2024,2024-08-03,2,24,"Broad-Ribbed Kelp",1,NA,30
"Sekiu Point",48.267782,-124.297828,2024,2024-08-03,2,24,"Bull Kelp",12,NA,30
"Sekiu Point",48.267782,-124.297828,2024,2024-08-03,2,24,"Feather Boa Kelp",0,0,30
"Sekiu Point",48.267782,-124.297828,2024,2024-08-03,2,24,"Five-Ribbed Kelp",0,NA,30
"Sekiu Point",48.267782,-124.297828,2024,2024-08-03,2,24,"Giant Kelp",0,0,30
"Sekiu Point",48.267782,-124.297828,2024,2024-08-03,2,24,"Sieve Kelp",3,NA,30
"Sekiu Point",48.267782,-124.297828,2024,2024-08-03,2,24,"Sugar Kelp",8,NA,30
"Sekiu Point",48.267782,-124.297828,2024,2024-08-03,2,24,"Three-Ribbed Kelp",0,NA,30
"Sekiu Point",48.267782,-124.297828,2024,2024-08-03,2,24,"Torn Kelp",21,NA,30
"Sekiu Point",48.267782,-124.297828,2024,2024-08-03,2,24,"Winged Kelp",0,NA,30
"Sekiu Point",48.267782,-124.297828,2024,2024-08-03,2,24,"Wire Weed",0,NA,30
"Sekiu Point",48.267782,-124.297828,2024,2024-08-03,2,24,"Woody Kelp",50,NA,5.7
"Sekiu Point",48.267782,-124.297828,2024,2024-08-03,3,19.5,"Acid Weed",6,NA,30
"Sekiu Point",48.267782,-124.297828,2024,2024-08-03,3,19.5,"Broad-Ribbed Kelp",0,NA,30
"Sekiu Point",48.267782,-124.297828,2024,2024-08-03,3,19.5,"Bull Kelp",14,NA,30
"Sekiu Point",48.267782,-124.297828,2024,2024-08-03,3,19.5,"Feather Boa Kelp",0,0,30
"Sekiu Point",48.267782,-124.297828,2024,2024-08-03,3,19.5,"Five-Ribbed Kelp",4,NA,30
"Sekiu Point",48.267782,-124.297828,2024,2024-08-03,3,19.5,"Giant Kelp",2,2,30
"Sekiu Point",48.267782,-124.297828,2024,2024-08-03,3,19.5,"Giant Kelp",1,4,30
"Sekiu Point",48.267782,-124.297828,2024,2024-08-03,3,19.5,"Giant Kelp",1,5,30
"Sekiu Point",48.267782,-124.297828,2024,2024-08-03,3,19.5,"Giant Kelp",1,8,30
"Sekiu Point",48.267782,-124.297828,2024,2024-08-03,3,19.5,"Sieve Kelp",1,NA,30
"Sekiu Point",48.267782,-124.297828,2024,2024-08-03,3,19.5,"Sugar Kelp",9,NA,30
"Sekiu Point",48.267782,-124.297828,2024,2024-08-03,3,19.5,"Three-Ribbed Kelp",3,NA,30
"Sekiu Point",48.267782,-124.297828,2024,2024-08-03,3,19.5,"Torn Kelp",5,NA,30
"Sekiu Point",48.267782,-124.297828,2024,2024-08-03,3,19.5,"Winged Kelp",1,NA,30
"Sekiu Point",48.267782,-124.297828,2024,2024-08-03,3,19.5,"Wire Weed",0,NA,30
"Sekiu Point",48.267782,-124.297828,2024,2024-08-03,3,19.5,"Woody Kelp",67,NA,5
"Sekiu Point",48.267782,-124.297828,2024,2024-08-03,4,13,"Acid Weed",6,NA,30
"Sekiu Point",48.267782,-124.297828,2024,2024-08-03,4,13,"Broad-Ribbed Kelp",29,NA,30
"Sekiu Point",48.267782,-124.297828,2024,2024-08-03,4,13,"Bull Kelp",9,NA,30
"Sekiu Point",48.267782,-124.297828,2024,2024-08-03,4,13,"Feather Boa Kelp",0,0,30
"Sekiu Point",48.267782,-124.297828,2024,2024-08-03,4,13,"Five-Ribbed Kelp",9,NA,30
"Sekiu Point",48.267782,-124.297828,2024,2024-08-03,4,13,"Giant Kelp",1,3,30
"Sekiu Point",48.267782,-124.297828,2024,2024-08-03,4,13,"Giant Kelp",1,19,30
"Sekiu Point",48.267782,-124.297828,2024,2024-08-03,4,13,"Sieve Kelp",3,NA,30
"Sekiu Point",48.267782,-124.297828,2024,2024-08-03,4,13,"Sugar Kelp",34,NA,30
"Sekiu Point",48.267782,-124.297828,2024,2024-08-03,4,13,"Three-Ribbed Kelp",0,NA,30
"Sekiu Point",48.267782,-124.297828,2024,2024-08-03,4,13,"Torn Kelp",30,NA,30
"Sekiu Point",48.267782,-124.297828,2024,2024-08-03,4,13,"Winged Kelp",0,NA,30
"Sekiu Point",48.267782,-124.297828,2024,2024-08-03,4,13,"Wire Weed",0,NA,30
"Sekiu Point",48.267782,-124.297828,2024,2024-08-03,4,13,"Woody Kelp",66,NA,11
"Sekiu Point",48.267782,-124.297828,2024,2024-08-03,5,13,"Acid Weed",2,NA,30
"Sekiu Point",48.267782,-124.297828,2024,2024-08-03,5,13,"Broad-Ribbed Kelp",38,NA,30
"Sekiu Point",48.267782,-124.297828,2024,2024-08-03,5,13,"Bull Kelp",13,NA,30
"Sekiu Point",48.267782,-124.297828,2024,2024-08-03,5,13,"Feather Boa Kelp",0,0,30
"Sekiu Point",48.267782,-124.297828,2024,2024-08-03,5,13,"Five-Ribbed Kelp",33,NA,30
"Sekiu Point",48.267782,-124.297828,2024,2024-08-03,5,13,"Giant Kelp",2,1,30
"Sekiu Point",48.267782,-124.297828,2024,2024-08-03,5,13,"Giant Kelp",1,2,30
"Sekiu Point",48.267782,-124.297828,2024,2024-08-03,5,13,"Giant Kelp",1,30,30
"Sekiu Point",48.267782,-124.297828,2024,2024-08-03,5,13,"Sieve Kelp",1,NA,30
"Sekiu Point",48.267782,-124.297828,2024,2024-08-03,5,13,"Sugar Kelp",31,NA,30
"Sekiu Point",48.267782,-124.297828,2024,2024-08-03,5,13,"Three-Ribbed Kelp",0,NA,30
"Sekiu Point",48.267782,-124.297828,2024,2024-08-03,5,13,"Torn Kelp",9,NA,30
"Sekiu Point",48.267782,-124.297828,2024,2024-08-03,5,13,"Winged Kelp",0,NA,30
"Sekiu Point",48.267782,-124.297828,2024,2024-08-03,5,13,"Wire Weed",0,NA,30
"Sekiu Point",48.267782,-124.297828,2024,2024-08-03,5,13,"Woody Kelp",70,NA,16.3
"Sekiu Point",48.267782,-124.297828,2024,2024-08-03,6,11.5,"Acid Weed",0,NA,30
"Sekiu Point",48.267782,-124.297828,2024,2024-08-03,6,11.5,"Broad-Ribbed Kelp",0,NA,30
"Sekiu Point",48.267782,-124.297828,2024,2024-08-03,6,11.5,"Bull Kelp",22,NA,30
